Neutralization	Sulphate	Ammonium	TimeSeries	Altitude_m
0.17531349	0.97960138	0.06602902	3511797545.867188	95.7
			3511797576.453125	151.3
0.16570394	1.1585566	0.07397984	3511797589.195312	174.4
			3511797619.765625	238.6
0.19081223	0.85749137	0.062034056	3511797632.460938	270.2
			3511797663.039062	331.3
0.16812193	0.77680695	0.050678182	3511797675.78125	350.9
			3511797706.257812	401.3
0.17219433	2.1853452	0.14217655	3511797719.015625	419.2
			3511797749.570312	496.2
0.23304877	2.891624	0.26339948	3511797762.257812	528.2
			3511797792.765625	593.7
0.14470564	2.8478105	0.15622009	3511797805.53125	625.8
			3511797836.117188	693.4
0.18026564	2.237987	0.15294962	3511797848.859375	722
			3511797879.429688	770.5
0.18665722	2.2536302	0.15913828	3511797892.117188	796.7
			3511797922.6875	873.4
0.20528415	1.9816741	0.15348756	3511797935.460938	897.6
			3511797965.960938	967
0.21429127	1.3107047	0.1058501	3511797978.757812	993.8
			3511798009.257812	1063.4
0.51620102	0.6578871	0.13169575	3511798021.953125	1104.1
			3511798052.507812	1164.1
0.4686653	1.2490311	0.22045518	3511798065.234375	1192.1
			3511798095.835938	1256.4
0.35229999	1.1149018	0.14784223	3511798108.632812	1281.9
			3511798139.265625	1329.9
0.73616874	0.39921138	0.1133073	3511798152.054688	1354.2
			3511798182.5625	1387
0.56469023	0.50618899	0.11161803	3511798195.242188	1394.2
			3511798225.765625	1398.8
0.68440264	0.3428103	0.091616198	3511798238.453125	1395.5
			3511798268.992188	1379.1
0.65921617	0.40481544	0.10338394	3511798281.820312	1375.2
			3511798312.351562	1373.8
0.59831667	0.3578026	0.081685543	3511798325.15625	1355
			3511798355.804688	1294.2
0.61795646	0.47547927	0.11274648	3511798368.554688	1266
			3511798399.414062	1203.1
0.41517639	0.29866841	0.047856331	3511798422.445312	1143.7
			3511798459.75	1062.9
0.40704462	1.9844859	0.30400345	3511798472.585938	1034
			3511798546.671875	851.4
0.50720191	0.77217668	0.14845821	3511798559.742188	822.8
			3511798590.273438	815.4
0.49604607	0.7495172	0.14382096	3511798603.007812	818.1
			3511798632.851562	810.3
0.46978837	0.90490627	0.16204809	3511798645.648438	814.2
			3511798676.1875	813.9
0.47838333	0.83352745	0.15119067	3511798688.945312	817.8
			3511798719.507812	823.5
0.51663089	0.81741476	0.16054904	3511798732.265625	824.6
			3511798762.8125	808.7
0.47373351	0.90523386	0.16184793	3511798775.507812	817
			3511798806.125	813.3
0.46274206	0.80886036	0.14447708	3511798818.859375	813.6
			3511798849.328125	823.4
0.49677074	0.98511356	0.18539912	3511798862.007812	813.7
			3511798892.515625	813.3
0.46528283	1.0662071	0.18906371	3511798905.265625	815.4
			3511798935.765625	812.9
0.36403069	1.6849469	0.23278984	3511798948.515625	816.4
			3511798979.09375	826
0.37614968	1.8439673	0.26156387	3511798991.882812	813.7
			3511799022.429688	818.6
0.38121003	1.7350245	0.24935825	3511799035.109375	820.8
			3511799065.703125	811.3
0.40397516	1.3341534	0.20412536	3511799078.421875	803.6
			3511799109.054688	820.2
0.49940649	0.87266707	0.16362521	3511799121.78125	807.5
			3511799152.34375	819.8
0.46438226	0.9989816	0.17583579	3511799165.148438	812.1
			3511799195.796875	809.7
0.4922317	0.86499608	0.16119866	3511799208.476562	802.5
			3511799239.015625	817.5
0.42291719	1.1614268	0.18692616	3511799251.734375	815.3
			3511799282.390625	819.3
0.45800769	1.053398	0.18199024	3511799295.203125	811.3
			3511799325.726562	818.3
0.49468085	1.1172282	0.20669137	3511799338.414062	816.1
			3511799369.046875	806.1
0.38724515	1.5797158	0.22978809	3511799381.851562	807.4
			3511799412.390625	808.5
0.40828222	1.3002689	0.20040019	3511799425.101562	814.4
			3511799455.703125	802.2
0.41383979	1.3441967	0.2090982	3511799468.570312	805.5
			3511799499.070312	815
0.43533054	1.3166555	0.21590267	3511799511.804688	810.1
			3511799542.40625	816.1
0.36102119	1.482317	0.20323637	3511799555.109375	814.2
			3511799585.671875	810.2
0.39622521	1.4564694	0.21674724	3511799598.367188	814.8
			3511799628.820312	804.1
0.38231456	1.2378236	0.180584	3511799641.585938	804.8
			3511799672.109375	813.8
0.434598	1.0578701	0.17547037	3511799684.820312	809.1
			3511799715.382812	804
0.3838011	1.3520775	0.19676521	3511799728.234375	801.2
			3511799758.742188	799.3
0.37530845	1.4533571	0.2049651	3511799771.4375	804.4
			3511799801.9375	817.8
0.37063375	1.5692139	0.22004831	3511799814.648438	810.3
			3511799845.210938	810.7
0.38778648	1.3886445	0.20756753	3511799858.015625	810.6
			3511799888.5	819.5
0.41559032	1.4522685	0.22831069	3511799901.304688	813.1
			3511799931.835938	802.1
0.41293994	1.230752	0.19542217	3511799944.726562	804
			3511799975.25	813.2
0.40530029	1.3334064	0.20462346	3511799988.039062	808.9
			3511800018.671875	817.9
0.43726572	1.1828362	0.19506702	3511800031.515625	846.1
			3511800062.023438	921.1
0.4883706	1.0753473	0.1978877	3511800074.710938	950.1
			3511800105.195312	1016.4
0.4310531	1.3677124	0.22298089	3511800117.90625	1042.2
			3511800148.507812	1118.9
0.54385126	0.56562316	0.11732297	3511800161.335938	1153.6
			3511800191.867188	1228.1
0.60640144	0.50047487	0.11494446	3511800204.578125	1259.6
			3511800235.4375	1320.7
0.60455555	0.53815466	0.12439545	3511800248.132812	1353.4
			3511800278.671875	1407.5
0.62916046	0.46717274	0.11295249	3511800291.390625	1433.7
			3511800322.03125	1496.3
0.59950906	0.39220169	0.091638371	3511800334.804688	1518.6
			3511800365.375	1578.1
0.55283517	0.45255524	0.096048407	3511800378.109375	1604.1
			3511800408.71875	1674
0.42202869	0.69973224	0.11294001	3511800421.5	1708
			3511800452.09375	1781.3
0.49204335	0.57923841	0.10906376	3511800465.015625	1803.3
			3511800495.539062	1795.9
0.46936998	0.64095384	0.11434384	3511800508.226562	1796.7
			3511800538.820312	1783.6
0.47881919	0.61221826	0.11290973	3511800551.546875	1780
			3511800582.1875	1763.5
0.46303937	0.59834725	0.10617596	3511800594.953125	1767.5
			3511800625.4375	1780.2
