YYYY/MM/DD	HH:mm:ss	Type	Level	Origin	Message
2015/04/11	15:40:56.208514	Information	0	ValuePool	VP_dms1: Started
2015/04/11	15:40:56.224241	Information	0	ValuePool	VP_dms1: V2.7.13.6
2015/04/11	15:41:01.152755	Information	0	ValuePool	VP_dms1 Cons.: ErrorLogger at dms1 with IP 192.168.75.50 port 46903
2015/04/11	15:41:04.378243	Information	1229466086	DMS.DMS_ExternalDeviceMonitor	[Main - Start] Started successfully
2015/04/11	15:41:04.378327	Information	1657713527	DMS.DMS_ExternalDeviceMonitor	[Main - Debugging] Off
2015/04/11	15:41:05.789049	Information	857351104	DMS.DMS_ExternalDeviceMonitor	[ValuePool - Connection Established] Host: localhost, Port: 13000
2015/04/11	15:41:05.919789	Information	1229466086	DMS.DMS_Frontend.ADAC1	[Main - Start] Started successfully [ADAC1]
2015/04/11	15:41:05.919835	Information	1657713527	DMS.DMS_Frontend.ADAC1	[Main - Debugging] On [/data/DMS_ArchiveSet/System/DMS/current/config/Logging/log4cpp.ADAC1.properties]
2015/04/11	15:41:06.290167	Information	857351104	DMS.DMS_ExternalDeviceMonitor	[ValuePool - Connection Established] Host: localhost, Port: 13000
2015/04/11	15:41:06.791373	Information	857351104	DMS.DMS_ExternalDeviceMonitor	[ValuePool - Connection Established] Host: localhost, Port: 13000
2015/04/11	15:41:07.199698	Information	1964552444	DMS.DMS_Frontend.ADAC1	[Configuration - Loaded] 
2015/04/11	15:41:07.207881	Information	416757256	DMS.DMS_Frontend.ADAC1	[Database-Storage - Start] Started successfully
2015/04/11	15:41:07.207881	Information	452586908	DMS.DMS_Frontend.ADAC1	[Online-Display - Start] Started successfully
2015/04/11	15:41:07.207882	Information	1916564851	DMS.DMS_Frontend.ADAC1	[Filedump-Storage - Start] Started successfully
2015/04/11	15:41:07.209250	Information	857351104	DMS.DMS_Frontend.ADAC1	[ValuePool - Connection Established] localhost:13000
2015/04/11	15:41:07.215496	Information	2043744590	DMS.DMS_Frontend.ADAC1	[DataLogger - Connection Established] localhost:5432
2015/04/11	15:41:07.230652	Information	567668653	DMS.DMS_Frontend.ADAC1	[Subsystem - Connection Established] client-mode 192.168.75.10:30000
2015/04/11	15:41:07.292305	Information	857351104	DMS.DMS_ExternalDeviceMonitor	[ValuePool - Connection Established] Host: localhost, Port: 13000
2015/04/11	15:41:07.793402	Information	857351104	DMS.DMS_ExternalDeviceMonitor	[ValuePool - Connection Established] Host: localhost, Port: 13000
2015/04/11	15:41:07.874246	Information	291977682	DMS.DMS_ExternalDeviceMonitor	[Main - Init] Found 16 external devices and defined 176 channels.
2015/04/11	15:41:11.517871	Information	1229466086	DMS.DMS_Frontend.ADAN1	[Main - Start] Started successfully [ADAN1]
2015/04/11	15:41:11.517920	Information	1657713527	DMS.DMS_Frontend.ADAN1	[Main - Debugging] On [/data/DMS_ArchiveSet/System/DMS/current/config/Logging/log4cpp.ADAN1.properties]
2015/04/11	15:41:12.689118	Information	1964552444	DMS.DMS_Frontend.ADAN1	[Configuration - Loaded] 
2015/04/11	15:41:12.691235	Information	1916564851	DMS.DMS_Frontend.ADAN1	[Filedump-Storage - Start] Started successfully
2015/04/11	15:41:12.691314	Information	416757256	DMS.DMS_Frontend.ADAN1	[Database-Storage - Start] Started successfully
2015/04/11	15:41:12.691323	Information	452586908	DMS.DMS_Frontend.ADAN1	[Online-Display - Start] Started successfully
2015/04/11	15:41:12.692076	Information	857351104	DMS.DMS_Frontend.ADAN1	[ValuePool - Connection Established] localhost:13000
2015/04/11	15:41:12.696796	Information	2043744590	DMS.DMS_Frontend.ADAN1	[DataLogger - Connection Established] localhost:5432
2015/04/11	15:41:12.703608	Information	567668653	DMS.DMS_Frontend.ADAN1	[Subsystem - Connection Established] client-mode 192.168.75.11:30000
2015/04/11	15:41:17.104006	Information	1229466086	DMS.DMS_Frontend.ADAR1	[Main - Start] Started successfully [ADAR1]
2015/04/11	15:41:17.104063	Information	1657713527	DMS.DMS_Frontend.ADAR1	[Main - Debugging] On [/data/DMS_ArchiveSet/System/DMS/current/config/Logging/log4cpp.ADAR1.properties]
2015/04/11	15:41:18.310880	Information	1964552444	DMS.DMS_Frontend.ADAR1	[Configuration - Loaded] 
2015/04/11	15:41:18.313418	Information	416757256	DMS.DMS_Frontend.ADAR1	[Database-Storage - Start] Started successfully
2015/04/11	15:41:18.313430	Information	452586908	DMS.DMS_Frontend.ADAR1	[Online-Display - Start] Started successfully
2015/04/11	15:41:18.313432	Information	1916564851	DMS.DMS_Frontend.ADAR1	[Filedump-Storage - Start] Started successfully
2015/04/11	15:41:18.314179	Information	857351104	DMS.DMS_Frontend.ADAR1	[ValuePool - Connection Established] localhost:13000
2015/04/11	15:41:18.318942	Information	2043744590	DMS.DMS_Frontend.ADAR1	[DataLogger - Connection Established] localhost:5432
2015/04/11	15:41:18.325656	Information	567668653	DMS.DMS_Frontend.ADAR1	[Subsystem - Connection Established] client-mode 192.168.75.12:30000
2015/04/11	15:41:22.686825	Information	1229466086	DMS.DMS_ChannelDump	[Main - Start] Started successfully
2015/04/11	15:41:22.686862	Information	1657713527	DMS.DMS_ChannelDump	[Main - Debugging] On [/data/DMS_ArchiveSet/System/DMS/current/config/Logging/log4cpp.ChannelDump.properties]
2015/04/11	15:41:24.267520	Information	1229466086	DMS.DMS_SystemMonitor	[Main - Start] Started successfully
2015/04/11	15:41:24.267556	Information	1657713527	DMS.DMS_SystemMonitor	[Main - Debugging] On [/data/DMS_ArchiveSet/System/DMS/current/config/Logging/log4cpp.SystemMonitor.properties]
2015/04/11	15:41:24.268104	Information	1964552444	DMS.DMS_SystemMonitor	[Configuration - Loaded] 31 components will be monitored
2015/04/11	15:41:47.706515	Information	857351104	DMS.DMS_ChannelDump	[ValuePool - Connection Established] localhost:13000
2015/04/11	15:41:49.407732	Information	2043744590	DMS.DMS_ChannelDump	[DataLogger - Connection Established] localhost:5432
2015/04/11	15:41:49.515842	Information	291977682	DMS.DMS_ChannelDump	[Main - Init]  Found 721 channels to dump in database.
2015/04/11	15:41:59.288237	Information	857351104	DMS.DMS_SystemMonitor	[ValuePool - Connection Established] Host: localhost, Port: 13000
2015/04/11	15:41:59.293758	Information	291977682	DMS.DMS_SystemMonitor	[Main - Init] 31 channels to monitor
2015/04/11	15:41:59.395380	Information	1688366475	DMS.DMS_SystemMonitor.Channels	[Main - StateChange GPS5] CurrentState = 000001001: Error
2015/04/11	15:41:59.395418	Information	1137979518	DMS.DMS_SystemMonitor.Channels	[Main - StateChange Generator Current] CurrentState = 000110001: Error
2015/04/11	15:41:59.395451	Information	1688366480	DMS.DMS_SystemMonitor.Channels	[Main - StateChange GPS2] CurrentState = 000001111: Error
2015/04/11	15:41:59.395476	Information	1688366477	DMS.DMS_SystemMonitor.Channels	[Main - StateChange GPS3] CurrentState = 000001111: Error
2015/04/11	15:41:59.395500	Information	1688366478	DMS.DMS_SystemMonitor.Channels	[Main - StateChange GPS4] CurrentState = 000001111: Error
2015/04/11	15:41:59.395567	Error	1416129901	DMS.DMS_SystemMonitor.Channels	[Main - Timeout KT19 serial] OldState = 100000000: Timed out
2015/04/11	15:41:59.395701	Error	601752941	DMS.DMS_SystemMonitor.Channels	[Main - Timeout GPS5] OldState = 100000000: Timed out
2015/04/11	15:41:59.395880	Information	835148916	DMS.DMS_SystemMonitor.Channels	[Main - StateChange] DMS_SystemMonitor OldState = 000000000, New State = 100111111
2015/04/11	15:42:00.396608	Error	1416129901	DMS.DMS_SystemMonitor.Channels	[Main - Timeout KT19 serial] OldState = 100000000: Timed out
2015/04/11	15:42:00.396701	Error	601752941	DMS.DMS_SystemMonitor.Channels	[Main - Timeout GPS5] OldState = 100000000: Timed out
2015/04/11	15:42:45.111741	Warning	41347049	DMS.DMS_Frontend.ADAC1	[Databuffer - Buffer 11(GPS2) Error] [../src/BufferFactoryImpl.cpp retrieveTime() 66]: timestamp of buffer 11 is corrupt, header->_timestamp=d1191938 1970-Jan-01 00:00:03.508083
2015/04/11	15:42:45.212088	Warning	309272885	DMS.DMS_Frontend.ADAC1	[Databuffer - Buffer 12(GPS3) Error] [../src/BufferFactoryImpl.cpp retrieveTime() 66]: timestamp of buffer 12 is corrupt, header->_timestamp=10f717c98 1970-Jan-01 00:00:04.554063
2015/04/11	15:42:45.534006	Warning	41347049	DMS.DMS_Frontend.ADAC1	[Databuffer - Buffer 11(GPS2) Error] [../src/BufferFactoryImpl.cpp retrieveTime() 66]: timestamp of buffer 11 is corrupt, header->_timestamp=d1191938 1970-Jan-01 00:00:03.508083
2015/04/11	15:42:45.534281	Warning	309272885	DMS.DMS_Frontend.ADAC1	[Databuffer - Buffer 12(GPS3) Error] [../src/BufferFactoryImpl.cpp retrieveTime() 66]: timestamp of buffer 12 is corrupt, header->_timestamp=10f717c98 1970-Jan-01 00:00:04.554063
2015/04/11	15:42:46.442284	Information	1773665825	DMS.DMS_SystemMonitor.Channels	[Main - StateChange DMS-FE ADAC1] CurrentState = 000000010: Error
2015/04/11	15:42:46.442328	Information	1688366478	DMS.DMS_SystemMonitor.Channels	[Main - StateChange GPS4] CurrentState = 000000000: OK
2015/04/11	15:42:46.442352	Information	1688366478	DMS.DMS_SystemMonitor.Channels	[Main - StateChange GPS4] CurrentState = 000001001: Error
2015/04/11	15:42:56.457446	Information	1688366477	DMS.DMS_SystemMonitor.Channels	[Main - StateChange GPS3] CurrentState = 000000000: OK
2015/04/11	15:42:56.457468	Information	1688366477	DMS.DMS_SystemMonitor.Channels	[Main - StateChange GPS3] CurrentState = 000001001: Error
2015/04/11	15:42:56.457486	Information	1688366477	DMS.DMS_SystemMonitor.Channels	[Main - StateChange GPS3] CurrentState = 000000000: OK
2015/04/11	15:42:58.459783	Information	1688366480	DMS.DMS_SystemMonitor.Channels	[Main - StateChange GPS2] CurrentState = 000000000: OK
2015/04/11	15:42:58.459819	Information	1688366477	DMS.DMS_SystemMonitor.Channels	[Main - StateChange GPS3] CurrentState = 000001001: Error
2015/04/11	15:42:58.459858	Information	1688366477	DMS.DMS_SystemMonitor.Channels	[Main - StateChange GPS3] CurrentState = 000000000: OK
2015/04/11	15:42:58.459882	Information	1688366477	DMS.DMS_SystemMonitor.Channels	[Main - StateChange GPS3] CurrentState = 000001001: Error
2015/04/11	15:42:58.460041	Error	601752936	DMS.DMS_SystemMonitor.Channels	[Main - Timeout GPS2] OldState = 100000000: Timed out
2015/04/11	15:42:58.460284	Information	835148916	DMS.DMS_SystemMonitor.Channels	[Main - StateChange] DMS_SystemMonitor OldState = 100111111, New State = 100111011
2015/04/11	15:42:59.461044	Information	1688366475	DMS.DMS_SystemMonitor.Channels	[Main - StateChange GPS5] CurrentState = 000001001: Error
2015/04/11	15:42:59.461065	Information	1688366480	DMS.DMS_SystemMonitor.Channels	[Main - StateChange GPS2] CurrentState = 000001001: Error
2015/04/11	15:42:59.461079	Information	1688366478	DMS.DMS_SystemMonitor.Channels	[Main - StateChange GPS4] CurrentState = 000000000: OK
2015/04/11	15:42:59.461092	Information	1688366478	DMS.DMS_SystemMonitor.Channels	[Main - StateChange GPS4] CurrentState = 000001001: Error
2015/04/11	15:42:59.461107	Information	1688366477	DMS.DMS_SystemMonitor.Channels	[Main - StateChange GPS3] CurrentState = 000000000: OK
2015/04/11	15:42:59.461119	Information	1688366477	DMS.DMS_SystemMonitor.Channels	[Main - StateChange GPS3] CurrentState = 000001001: Error
2015/04/11	15:42:59.461137	Information	1688366480	DMS.DMS_SystemMonitor.Channels	[Main - StateChange GPS2] CurrentState = 000000000: OK
2015/04/11	15:42:59.461153	Information	1688366475	DMS.DMS_SystemMonitor.Channels	[Main - StateChange GPS5] CurrentState = 000000000: OK
2015/04/11	15:42:59.461175	Information	1773665825	DMS.DMS_SystemMonitor.Channels	[Main - StateChange DMS-FE ADAC1] CurrentState = 000000000: OK
2015/04/11	15:42:59.461262	Error	601752942	DMS.DMS_SystemMonitor.Channels	[Main - Timeout GPS4] OldState = 100000000: Timed out
2015/04/11	15:42:59.461364	Information	601752941	DMS.DMS_SystemMonitor.Channels	[Main - Timeout GPS5] Reset [Number of occurrences = 60]
2015/04/11	15:42:59.461492	Information	835148916	DMS.DMS_SystemMonitor.Channels	[Main - StateChange] DMS_SystemMonitor OldState = 100111011, New State = 100111001
2015/04/11	15:43:00.462219	Information	1688366480	DMS.DMS_SystemMonitor.Channels	[Main - StateChange GPS2] CurrentState = 000001001: Error
