YYYY/MM/DD	HH:mm:ss	[B839 KT19] KT19 radiation thermometer analog	[B840 Integral Radiation Sensors] Pyranometer 3	[B840 Integral Radiation Sensors] Pyranometer 3	[B840 Integral Radiation Sensors] Pyranometer 4	[B840 Integral Radiation Sensors] Pyranometer 4	[B840 Integral Radiation Sensors] Pyrgeometer 3	[B840 Integral Radiation Sensors] Pyrgeometer 3	[B840 Integral Radiation Sensors] Pyrgeometer 4	[B840 Integral Radiation Sensors] Pyrgeometer 4
		Temperature Raw	Shortwave Irradiance top temperature raw	Shortwave Irradiance top value raw	Shortwave Irradiance bottom temperature raw	Shortwave Irradiance bottom value raw	Longwave Irradiance top temperature raw	Longwave Irradiance top value raw	Longwave Irradiance bottom temperature raw	Longwave Irradiance bottom value raw
		Spot	Spot	Spot	Spot	Spot	Spot	Spot	Spot	Spot
		A	Ohm	A	Ohm	A	Ohm	mA	Ohm	mA
2015/04/08	17:35:42.000000	0.000001	96.112	0.007344	90.892	0.005712	95.977	0.009419	90.663	0.011727
2015/04/08	17:35:43.000000	0.000000	96.114	0.007357	90.890	0.005712	95.977	0.009391	90.663	0.011724
2015/04/08	17:35:44.000000	-0.000001	96.114	0.007363	90.888	0.005710	95.971	0.009395	90.662	0.011726
2015/04/08	17:35:45.000000	0.000001	96.115	0.007359	90.888	0.005709	95.971	0.009401	90.660	0.011730
2015/04/08	17:35:46.000000	0.000000	96.117	0.007362	90.886	0.005710	95.966	0.009331	90.660	0.011731
2015/04/08	17:35:47.000000	-0.000000	96.117	0.007346	90.886	0.005705	95.967	0.009325	90.658	0.011731
2015/04/08	17:35:48.000000	0.000001	96.117	0.007351	90.884	0.005701	95.967	0.009341	90.655	0.011730
2015/04/08	17:35:49.000000	-0.000000	96.117	0.007354	90.882	0.005704	95.969	0.009383	90.655	0.011731
2015/04/08	17:35:50.000000	0.000000	96.118	0.007344	90.882	0.005703	95.966	0.009371	90.654	0.011732
2015/04/08	17:35:51.000000	0.000001	96.120	0.007340	90.880	0.005703	95.966	0.009368	90.654	0.011734
2015/04/08	17:35:52.000000	0.000001	96.120	0.007349	90.878	0.005703	95.964	0.009345	90.652	0.011733
2015/04/08	17:35:53.000000	0.000001	96.121	0.007352	90.878	0.005705	95.964	0.009334	90.650	0.011738
2015/04/08	17:35:54.000000	-0.000001	96.122	0.007373	90.876	0.005705	95.964	0.009349	90.650	0.011735
2015/04/08	17:35:55.000000	0.000001	96.122	0.007367	90.876	0.005705	95.963	0.009349	90.648	0.011732
2015/04/08	17:35:56.000000	-0.000000	96.123	0.007364	90.874	0.005707	95.963	0.009348	90.646	0.011731
2015/04/08	17:35:57.000000	-0.000000	96.123	0.007347	90.872	0.005707	95.963	0.009363	90.646	0.011732
2015/04/08	17:35:58.000000	-0.000001	96.125	0.007348	90.872	0.005706	95.960	0.009372	90.645	0.011735
2015/04/08	17:35:59.000000	-0.000000	96.126	0.007345	90.870	0.005706	95.960	0.009381	90.645	0.011739
2015/04/08	17:36:00.000000	-0.000001	96.126	0.007339	90.868	0.005705	95.956	0.009366	90.642	0.011735
2015/04/08	17:36:01.000000	-0.000000	96.127	0.007345	90.868	0.005701	95.956	0.009357	90.640	0.011740
2015/04/08	17:36:02.000000	-0.000001	96.128	0.007351	90.866	0.005701	95.952	0.009342	90.640	0.011739
2015/04/08	17:36:03.000000	-0.000000	96.128	0.007343	90.866	0.005700	95.950	0.009353	90.638	0.011736
2015/04/08	17:36:04.000000	0.000001	96.129	0.007330	90.864	0.005702	95.950	0.009402	90.636	0.011733
2015/04/08	17:36:05.000000	0.000000	96.129	0.007331	90.862	0.005702	95.944	0.009406	90.636	0.011732
2015/04/08	17:36:06.000000	-0.000000	96.130	0.007346	90.862	0.005701	95.939	0.009347	90.634	0.011723
2015/04/08	17:36:07.000000	0.000000	96.131	0.007346	90.860	0.005702	95.939	0.009328	90.634	0.011721
2015/04/08	17:36:08.000000	0.000000	96.131	0.007336	90.858	0.005704	95.941	0.009330	90.633	0.011724
2015/04/08	17:36:09.000000	0.000001	96.132	0.007335	90.858	0.005703	95.941	0.009352	90.632	0.011728
2015/04/08	17:36:10.000000	0.000000	96.133	0.007328	90.856	0.005702	95.943	0.009386	90.632	0.011728
2015/04/08	17:36:11.000000	0.000001	96.133	0.007329	90.856	0.005700	95.942	0.009351	90.630	0.011725
2015/04/08	17:36:12.000000	0.000001	96.134	0.007335	90.854	0.005702	95.942	0.009376	90.629	0.011728
2015/04/08	17:36:13.000000	0.000001	96.134	0.007327	90.852	0.005703	95.940	0.009397	90.629	0.011727
2015/04/08	17:36:14.000000	-0.000001	96.135	0.007322	90.852	0.005704	95.936	0.009350	90.627	0.011728
2015/04/08	17:36:15.000000	-0.000000	96.136	0.007322	90.850	0.005704	95.936	0.009370	90.627	0.011735
2015/04/08	17:36:16.000000	-0.000001	96.136	0.007322	90.848	0.005707	95.934	0.009370	90.626	0.011736
2015/04/08	17:36:17.000000	0.000001	96.136	0.007334	90.848	0.005707	95.934	0.009337	90.624	0.011736
2015/04/08	17:36:18.000000	0.000000	96.137	0.007344	90.846	0.005705	95.932	0.009318	90.624	0.011735
2015/04/08	17:36:19.000000	0.000000	96.137	0.007357	90.846	0.005705	95.933	0.009315	90.622	0.011736
2015/04/08	17:36:20.000000	0.000002	96.138	0.007348	90.845	0.005704	95.933	0.009351	90.621	0.011733
2015/04/08	17:36:21.000000	0.000000	96.138	0.007343	90.842	0.005702	95.933	0.009334	90.621	0.011734
2015/04/08	17:36:22.000000	0.000000	96.139	0.007342	90.842	0.005702	95.934	0.009343	90.619	0.011738
2015/04/08	17:36:23.000000	0.000001	96.140	0.007321	90.841	0.005704	95.934	0.009335	90.619	0.011738
2015/04/08	17:36:24.000000	-0.000000	96.140	0.007313	90.839	0.005704	95.934	0.009339	90.618	0.011738
2015/04/08	17:36:25.000000	-0.000000	96.141	0.007322	90.839	0.005704	95.934	0.009350	90.615	0.011735
2015/04/08	17:36:26.000000	0.000000	96.141	0.007316	90.837	0.005701	95.934	0.009353	90.615	0.011736
2015/04/08	17:36:27.000000	0.000001	96.141	0.007312	90.837	0.005702	95.933	0.009327	90.614	0.011741
2015/04/08	17:36:28.000000	0.000001	96.142	0.007326	90.835	0.005700	95.933	0.009334	90.612	0.011741
2015/04/08	17:36:29.000000	0.000000	96.142	0.007344	90.833	0.005701	95.934	0.009343	90.612	0.011740
2015/04/08	17:36:30.000000	0.000001	96.143	0.007349	90.833	0.005701	95.934	0.009339	90.611	0.011742
2015/04/08	17:36:31.000000	0.000001	96.144	0.007339	90.831	0.005700	95.934	0.009347	90.611	0.011736
2015/04/08	17:36:32.000000	-0.000000	96.144	0.007341	90.829	0.005703	95.932	0.009332	90.609	0.011738
2015/04/08	17:36:33.000000	-0.000000	96.145	0.007343	90.829	0.005702	95.932	0.009346	90.607	0.011735
2015/04/08	17:36:34.000000	-0.000000	96.145	0.007346	90.827	0.005702	95.933	0.009379	90.607	0.011736
2015/04/08	17:36:35.000000	0.000000	96.145	0.007363	90.827	0.005703	95.931	0.009415	90.606	0.011739
2015/04/08	17:36:36.000000	0.000001	96.146	0.007358	90.825	0.005702	95.931	0.009417	90.604	0.011745
2015/04/08	17:36:37.000000	0.000001	96.146	0.007363	90.823	0.005703	95.924	0.009451	90.604	0.011744
2015/04/08	17:36:38.000000	-0.000001	96.146	0.007345	90.823	0.005703	95.914	0.009483	90.602	0.011746
2015/04/08	17:36:39.000000	0.000000	96.147	0.007354	90.822	0.005702	95.914	0.009447	90.602	0.011752
2015/04/08	17:36:40.000000	-0.000001	96.147	0.007353	90.820	0.005699	95.904	0.009435	90.599	0.011753
2015/04/08	17:36:41.000000	-0.000001	96.148	0.007359	90.820	0.005702	95.904	0.009429	90.598	0.011748
2015/04/08	17:36:42.000000	0.000000	96.149	0.007343	90.817	0.005701	95.899	0.009428	90.598	0.011745
2015/04/08	17:36:43.000000	0.000001	96.149	0.007343	90.817	0.005700	95.894	0.009408	90.595	0.011743
2015/04/08	17:36:44.000000	0.000000	96.149	0.007338	90.816	0.005695	95.894	0.009399	90.593	0.011744
2015/04/08	17:36:45.000000	0.000000	96.149	0.007341	90.813	0.005698	95.889	0.009398	90.593	0.011745
2015/04/08	17:36:46.000000	-0.000000	96.150	0.007336	90.813	0.005697	95.885	0.009408	90.592	0.011752
2015/04/08	17:36:47.000000	-0.000000	96.150	0.007325	90.812	0.005694	95.885	0.009415	90.592	0.011755
2015/04/08	17:36:48.000000	0.000001	96.150	0.007328	90.810	0.005694	95.879	0.009367	90.589	0.011752
2015/04/08	17:36:49.000000	0.000001	96.151	0.007336	90.810	0.005694	95.879	0.009360	90.587	0.011751
2015/04/08	17:36:50.000000	0.000000	96.151	0.007346	90.808	0.005695	95.877	0.009345	90.587	0.011745
2015/04/08	17:36:51.000000	0.000000	96.151	0.007345	90.808	0.005697	95.877	0.009323	90.585	0.011746
2015/04/08	17:36:52.000000	0.000000	96.151	0.007341	90.806	0.005699	95.877	0.009342	90.583	0.011746
2015/04/08	17:36:53.000000	-0.000001	96.151	0.007351	90.805	0.005698	95.880	0.009361	90.583	0.011747
2015/04/08	17:36:54.000000	0.000000	96.152	0.007345	90.805	0.005697	95.878	0.009362	90.581	0.011745
2015/04/08	17:36:55.000000	-0.000000	96.153	0.007337	90.803	0.005698	95.878	0.009355	90.581	0.011745
2015/04/08	17:36:56.000000	0.000000	96.153	0.007345	90.801	0.005700	95.877	0.009333	90.579	0.011746
2015/04/08	17:36:57.000000	-0.000001	96.153	0.007336	90.801	0.005703	95.877	0.009339	90.578	0.011747
2015/04/08	17:36:58.000000	-0.000001	96.154	0.007338	90.799	0.005701	95.877	0.009283	90.578	0.011746
2015/04/08	17:36:59.000000	-0.000000	96.154	0.007338	90.799	0.005703	95.885	0.009283	90.576	0.011747
2015/04/08	17:37:00.000000	0.000000	96.153	0.007352	90.797	0.005701	95.885	0.009321	90.573	0.011749
