YYYY/MM/DD	HH:mm:ss	[B839 KT19] KT19 radiation thermometer analog	[B840 Integral Radiation Sensors] Pyranometer 3	[B840 Integral Radiation Sensors] Pyranometer 3	[B840 Integral Radiation Sensors] Pyranometer 4	[B840 Integral Radiation Sensors] Pyranometer 4	[B840 Integral Radiation Sensors] Pyrgeometer 3	[B840 Integral Radiation Sensors] Pyrgeometer 3	[B840 Integral Radiation Sensors] Pyrgeometer 4	[B840 Integral Radiation Sensors] Pyrgeometer 4
		Temperature Raw	Shortwave Irradiance top temperature raw	Shortwave Irradiance top value raw	Shortwave Irradiance bottom temperature raw	Shortwave Irradiance bottom value raw	Longwave Irradiance top temperature raw	Longwave Irradiance top value raw	Longwave Irradiance bottom temperature raw	Longwave Irradiance bottom value raw
		Spot	Spot	Spot	Spot	Spot	Spot	Spot	Spot	Spot
		A	Ohm	A	Ohm	A	Ohm	mA	Ohm	mA
2015/03/26	14:33:51.000000	0.013410	105.137	0.006257	103.550	0.004478	105.027	0.010557	103.507	0.012109
2015/03/26	14:33:52.000000	0.013342	105.137	0.006256	103.551	0.004477	105.025	0.010557	103.507	0.012110
2015/03/26	14:33:53.000000	0.013609	105.135	0.006255	103.551	0.004477	105.022	0.010556	103.508	0.012109
2015/03/26	14:33:54.000000	0.013458	105.133	0.006254	103.551	0.004478	105.022	0.010557	103.508	0.012107
2015/03/26	14:33:55.000000	0.013509	105.133	0.006254	103.551	0.004477	105.019	0.010568	103.509	0.012109
2015/03/26	14:33:56.000000	0.013514	105.131	0.006255	103.551	0.004478	105.019	0.010555	103.510	0.012111
2015/03/26	14:33:57.000000	0.013569	105.128	0.006252	103.550	0.004475	105.017	0.010509	103.510	0.012113
2015/03/26	14:33:58.000000	0.013525	105.128	0.006248	103.550	0.004476	105.020	0.010496	103.511	0.012121
2015/03/26	14:33:59.000000	0.013532	105.126	0.006251	103.551	0.004477	105.020	0.010422	103.512	0.012121
2015/03/26	14:34:00.000000	0.013512	105.126	0.006249	103.551	0.004477	105.034	0.010395	103.512	0.012120
2015/03/26	14:34:01.000000	0.013530	105.124	0.006248	103.551	0.004476	105.061	0.010396	103.513	0.012126
2015/03/26	14:34:02.000000	0.013527	105.122	0.006248	103.551	0.004476	105.061	0.010412	103.513	0.012126
2015/03/26	14:34:03.000000	0.013573	105.122	0.006250	103.551	0.004476	105.089	0.010457	103.514	0.012121
2015/03/26	14:34:04.000000	0.013549	105.119	0.006252	103.551	0.004477	105.089	0.010478	103.516	0.012103
2015/03/26	14:34:05.000000	0.013521	105.118	0.006253	103.551	0.004477	105.109	0.010512	103.516	0.012112
2015/03/26	14:34:06.000000	0.013548	105.118	0.006254	103.551	0.004478	105.120	0.010542	103.520	0.012113
2015/03/26	14:34:07.000000	0.013546	105.116	0.006257	103.552	0.004476	105.120	0.010549	103.523	0.012123
2015/03/26	14:34:08.000000	0.013548	105.116	0.006256	103.552	0.004477	105.124	0.010571	103.523	0.012135
2015/03/26	14:34:09.000000	0.013527	105.114	0.006256	103.552	0.004476	105.124	0.010579	103.526	0.012145
2015/03/26	14:34:10.000000	0.013538	105.113	0.006259	103.552	0.004477	105.124	0.010588	103.526	0.012152
2015/03/26	14:34:11.000000	0.013554	105.113	0.006259	103.552	0.004479	105.122	0.010604	103.528	0.012159
2015/03/26	14:34:12.000000	0.013530	105.111	0.006261	103.552	0.004477	105.122	0.010616	103.528	0.012161
2015/03/26	14:34:13.000000	0.013519	105.110	0.006260	103.552	0.004477	105.117	0.010623	103.528	0.012163
2015/03/26	14:34:14.000000	0.013541	105.110	0.006261	103.552	0.004478	105.110	0.010626	103.528	0.012159
2015/03/26	14:34:15.000000	0.013561	105.109	0.006261	103.553	0.004474	105.110	0.010623	103.527	0.012161
2015/03/26	14:34:16.000000	0.013516	105.109	0.006260	103.553	0.004478	105.105	0.010618	103.527	0.012162
2015/03/26	14:34:17.000000	0.013538	105.108	0.006262	103.553	0.004478	105.098	0.010617	103.527	0.012163
2015/03/26	14:34:18.000000	0.013552	105.107	0.006262	103.554	0.004477	105.098	0.010618	103.527	0.012162
2015/03/26	14:34:19.000000	0.013529	105.107	0.006261	103.554	0.004476	105.092	0.010617	103.526	0.012162
2015/03/26	14:34:20.000000	0.013564	105.106	0.006262	103.554	0.004479	105.092	0.010614	103.525	0.012160
2015/03/26	14:34:21.000000	0.013549	105.105	0.006263	103.554	0.004480	105.086	0.010610	103.525	0.012159
2015/03/26	14:34:22.000000	0.013514	105.105	0.006263	103.554	0.004478	105.081	0.010606	103.524	0.012157
2015/03/26	14:34:23.000000	0.013545	105.104	0.006262	103.555	0.004479	105.081	0.010604	103.523	0.012154
2015/03/26	14:34:24.000000	0.013541	105.104	0.006263	103.555	0.004478	105.076	0.010599	103.523	0.012151
2015/03/26	14:34:25.000000	0.013536	105.103	0.006262	103.555	0.004477	105.071	0.010598	103.522	0.012148
2015/03/26	14:34:26.000000	0.013551	105.102	0.006265	103.555	0.004478	105.071	0.010595	103.522	0.012146
2015/03/26	14:34:27.000000	0.013521	105.102	0.006262	103.556	0.004480	105.067	0.010591	103.521	0.012143
2015/03/26	14:34:28.000000	0.013505	105.101	0.006263	103.556	0.004480	105.067	0.010592	103.520	0.012138
2015/03/26	14:34:29.000000	0.013476	105.100	0.006262	103.556	0.004481	105.063	0.010593	103.520	0.012134
2015/03/26	14:34:30.000000	0.013635	105.100	0.006263	103.556	0.004481	105.059	0.010592	103.519	0.012130
2015/03/26	14:34:31.000000	0.014000	105.099	0.006263	103.557	0.004480	105.059	0.010594	103.520	0.012125
2015/03/26	14:34:32.000000	0.013402	105.099	0.006264	103.557	0.004480	105.054	0.010598	103.520	0.012122
2015/03/26	14:34:33.000000	0.013446	105.098	0.006264	103.557	0.004482	105.051	0.010601	103.520	0.012120
2015/03/26	14:34:34.000000	0.013394	105.097	0.006264	103.558	0.004481	105.051	0.010603	103.520	0.012117
2015/03/26	14:34:35.000000	0.013820	105.097	0.006264	103.558	0.004480	105.045	0.010606	103.520	0.012115
2015/03/26	14:34:36.000000	0.013557	105.096	0.006264	103.558	0.004482	105.045	0.010614	103.520	0.012114
2015/03/26	14:34:37.000000	0.013396	105.095	0.006265	103.558	0.004481	105.040	0.010617	103.520	0.012113
2015/03/26	14:34:38.000000	0.013541	105.095	0.006264	103.558	0.004481	105.033	0.010616	103.521	0.012113
2015/03/26	14:34:39.000000	0.013495	105.094	0.006264	103.559	0.004479	105.033	0.010611	103.521	0.012116
2015/03/26	14:34:40.000000	0.013641	105.094	0.006265	103.559	0.004481	105.028	0.010606	103.521	0.012112
2015/03/26	14:34:41.000000	0.013511	105.093	0.006265	103.559	0.004482	105.023	0.010604	103.521	0.012113
2015/03/26	14:34:42.000000	0.013523	105.091	0.006267	103.559	0.004481	105.023	0.010603	103.521	0.012112
2015/03/26	14:34:43.000000	0.013522	105.091	0.006267	103.560	0.004480	105.018	0.010599	103.522	0.012113
2015/03/26	14:34:44.000000	0.013508	105.091	0.006268	103.560	0.004481	105.018	0.010599	103.522	0.012115
2015/03/26	14:34:45.000000	0.013524	105.089	0.006267	103.560	0.004480	105.014	0.010600	103.522	0.012120
2015/03/26	14:34:46.000000	0.013517	105.089	0.006268	103.560	0.004480	105.011	0.010599	103.522	0.012122
2015/03/26	14:34:47.000000	0.013538	105.088	0.006268	103.561	0.004481	105.011	0.010597	103.522	0.012125
2015/03/26	14:34:48.000000	0.013524	105.088	0.006269	103.561	0.004481	105.007	0.010592	103.522	0.012127
2015/03/26	14:34:49.000000	0.013489	105.087	0.006269	103.561	0.004481	105.005	0.010590	103.522	0.012129
2015/03/26	14:34:50.000000	0.013552	105.086	0.006271	103.561	0.004474	105.005	0.010588	103.522	0.012130
2015/03/26	14:34:51.000000	0.013535	105.086	0.006272	103.562	0.004480	105.003	0.010587	103.521	0.012132
2015/03/26	14:34:52.000000	0.013510	105.084	0.006271	103.562	0.004480	105.003	0.010587	103.520	0.012132
2015/03/26	14:34:53.000000	0.013516	105.083	0.006272	103.562	0.004480	105.001	0.010587	103.520	0.012130
2015/03/26	14:34:54.000000	0.013500	105.083	0.006273	103.562	0.004480	104.999	0.010586	103.520	0.012130
2015/03/26	14:34:55.000000	0.013538	105.081	0.006274	103.562	0.004481	104.999	0.010587	103.519	0.012129
2015/03/26	14:34:56.000000	0.013527	105.081	0.006275	103.563	0.004480	104.997	0.010589	103.519	0.012127
2015/03/26	14:34:57.000000	0.013494	105.080	0.006276	103.563	0.004481	104.994	0.010590	103.519	0.012127
2015/03/26	14:34:58.000000	0.013516	105.079	0.006276	103.563	0.004483	104.994	0.010591	103.519	0.012127
2015/03/26	14:34:59.000000	0.013487	105.079	0.006278	103.563	0.004480	104.992	0.010594	103.518	0.012127
2015/03/26	14:35:00.000000	0.013524	105.077	0.006279	103.563	0.004480	104.992	0.010598	103.518	0.012128
2015/03/26	14:35:01.000000	0.013524	105.076	0.006279	103.564	0.004482	104.989	0.010602	103.518	0.012128
2015/03/26	14:35:02.000000	0.013497	105.076	0.006279	103.564	0.004483	104.985	0.010603	103.517	0.012127
2015/03/26	14:35:03.000000	0.013502	105.074	0.006280	103.564	0.004482	104.985	0.010608	103.516	0.012125
2015/03/26	14:35:04.000000	0.013538	105.074	0.006281	103.564	0.004480	104.982	0.010612	103.516	0.012127
2015/03/26	14:35:05.000000	0.013488	105.072	0.006279	103.564	0.004482	104.977	0.010612	103.516	0.012128
2015/03/26	14:35:06.000000	0.013518	105.071	0.006282	103.565	0.004481	104.977	0.010610	103.516	0.012127
2015/03/26	14:35:07.000000	0.013515	105.071	0.006283	103.565	0.004482	104.973	0.010610	103.515	0.012125
2015/03/26	14:35:08.000000	0.013514	105.070	0.006285	103.565	0.004482	104.973	0.010611	103.514	0.012126
2015/03/26	14:35:09.000000	0.013500	105.068	0.006286	103.565	0.004481	104.969	0.010612	103.514	0.012127
2015/03/26	14:35:10.000000	0.013492	105.068	0.006286	103.565	0.004482	104.966	0.010613	103.513	0.012126
