YYYY/MM/DD	HH:mm:ss	[B839 KT19] KT19 radiation thermometer analog	[B840 Integral Radiation Sensors] Pyranometer 3	[B840 Integral Radiation Sensors] Pyranometer 3	[B840 Integral Radiation Sensors] Pyranometer 4	[B840 Integral Radiation Sensors] Pyranometer 4	[B840 Integral Radiation Sensors] Pyrgeometer 3	[B840 Integral Radiation Sensors] Pyrgeometer 3	[B840 Integral Radiation Sensors] Pyrgeometer 4	[B840 Integral Radiation Sensors] Pyrgeometer 4
		Temperature Raw	Shortwave Irradiance top temperature raw	Shortwave Irradiance top value raw	Shortwave Irradiance bottom temperature raw	Shortwave Irradiance bottom value raw	Longwave Irradiance top temperature raw	Longwave Irradiance top value raw	Longwave Irradiance bottom temperature raw	Longwave Irradiance bottom value raw
		Spot	Spot	Spot	Spot	Spot	Spot	Spot	Spot	Spot
		A	Ohm	A	Ohm	A	Ohm	mA	Ohm	mA
2015/04/13	14:57:40.000000	0.006768	92.845	0.005696	88.771	0.005065	91.850	0.010131	88.721	0.011774
2015/04/13	14:57:41.000000	0.006773	92.845	0.005693	88.771	0.005065	91.850	0.010139	88.721	0.011777
2015/04/13	14:57:42.000000	0.006817	92.840	0.005696	88.769	0.005063	91.844	0.010144	88.721	0.011779
2015/04/13	14:57:43.000000	0.006813	92.840	0.005697	88.769	0.005064	91.837	0.010137	88.719	0.011769
2015/04/13	14:57:44.000000	0.006830	92.835	0.005700	88.768	0.005065	91.837	0.010134	88.717	0.011779
2015/04/13	14:57:45.000000	0.006806	92.835	0.005698	88.766	0.005067	91.832	0.010114	88.717	0.011770
2015/04/13	14:57:46.000000	0.006800	92.831	0.005699	88.766	0.005065	91.828	0.010118	88.714	0.011768
2015/04/13	14:57:47.000000	0.006794	92.826	0.005698	88.764	0.005066	91.828	0.010131	88.714	0.011767
2015/04/13	14:57:48.000000	0.006812	92.826	0.005695	88.763	0.005064	91.824	0.010138	88.713	0.011768
2015/04/13	14:57:49.000000	0.006771	92.822	0.005697	88.763	0.005065	91.824	0.010135	88.711	0.011771
2015/04/13	14:57:50.000000	0.006770	92.817	0.005694	88.761	0.005066	91.817	0.010127	88.711	0.011776
2015/04/13	14:57:51.000000	0.006808	92.817	0.005695	88.761	0.005067	91.811	0.010130	88.708	0.011777
2015/04/13	14:57:52.000000	0.006823	92.813	0.005695	88.759	0.005067	91.811	0.010130	88.706	0.011777
2015/04/13	14:57:53.000000	0.006789	92.813	0.005694	88.758	0.005068	91.806	0.010140	88.706	0.011777
2015/04/13	14:57:54.000000	0.006811	92.808	0.005695	88.758	0.005067	91.800	0.010129	88.703	0.011776
2015/04/13	14:57:55.000000	0.006773	92.804	0.005695	88.756	0.005067	91.800	0.010128	88.703	0.011776
2015/04/13	14:57:56.000000	0.006794	92.804	0.005694	88.754	0.005068	91.795	0.010119	88.701	0.011777
2015/04/13	14:57:57.000000	0.006790	92.799	0.005698	88.754	0.005067	91.795	0.010100	88.698	0.011780
2015/04/13	14:57:58.000000	0.006770	92.794	0.005703	88.753	0.005067	91.790	0.010100	88.698	0.011779
2015/04/13	14:57:59.000000	0.006827	92.794	0.005699	88.753	0.005069	91.788	0.010105	88.696	0.011772
2015/04/13	14:58:00.000000	0.006770	92.790	0.005697	88.751	0.005067	91.788	0.010113	88.694	0.011774
2015/04/13	14:58:01.000000	0.006794	92.790	0.005696	88.750	0.005066	91.784	0.010123	88.694	0.011776
2015/04/13	14:58:02.000000	0.006765	92.785	0.005697	88.750	0.005066	91.780	0.010133	88.691	0.011776
2015/04/13	14:58:03.000000	0.006790	92.781	0.005698	88.748	0.005068	91.780	0.010124	88.691	0.011780
2015/04/13	14:58:04.000000	0.006783	92.781	0.005696	88.746	0.005068	91.775	0.010127	88.689	0.011782
2015/04/13	14:58:05.000000	0.006806	92.776	0.005697	88.746	0.005068	91.775	0.010127	88.687	0.011785
2015/04/13	14:58:06.000000	0.006760	92.771	0.005699	88.745	0.005068	91.770	0.010125	88.687	0.011781
2015/04/13	14:58:07.000000	0.006762	92.771	0.005697	88.745	0.005068	91.765	0.010135	88.684	0.011779
2015/04/13	14:58:08.000000	0.006785	92.767	0.005696	88.743	0.005068	91.765	0.010148	88.681	0.011780
2015/04/13	14:58:09.000000	0.006765	92.767	0.005700	88.741	0.005069	91.759	0.010143	88.681	0.011780
2015/04/13	14:58:10.000000	0.006760	92.762	0.005702	88.741	0.005070	91.753	0.010137	88.679	0.011783
2015/04/13	14:58:11.000000	0.006759	92.758	0.005701	88.740	0.005069	91.753	0.010134	88.679	0.011785
2015/04/13	14:58:12.000000	0.006782	92.758	0.005700	88.738	0.005071	91.747	0.010153	88.676	0.011782
2015/04/13	14:58:13.000000	0.006776	92.753	0.005698	88.738	0.005070	91.747	0.010161	88.673	0.011782
2015/04/13	14:58:14.000000	0.006788	92.749	0.005703	88.736	0.005072	91.741	0.010158	88.673	0.011786
2015/04/13	14:58:15.000000	0.006789	92.749	0.005700	88.736	0.005071	91.733	0.010145	88.670	0.011785
2015/04/13	14:58:16.000000	0.006776	92.744	0.005704	88.735	0.005071	91.733	0.010149	88.667	0.011781
2015/04/13	14:58:17.000000	0.006819	92.744	0.005701	88.733	0.005070	91.727	0.010138	88.667	0.011773
2015/04/13	14:58:18.000000	0.006762	92.740	0.005703	88.733	0.005070	91.722	0.010133	88.665	0.011774
2015/04/13	14:58:19.000000	0.006792	92.736	0.005702	88.731	0.005069	91.722	0.010130	88.665	0.011772
2015/04/13	14:58:20.000000	0.006792	92.736	0.005702	88.730	0.005070	91.717	0.010135	88.662	0.011772
2015/04/13	14:58:21.000000	0.006779	92.731	0.005700	88.730	0.005073	91.717	0.010152	88.661	0.011774
2015/04/13	14:58:22.000000	0.006778	92.727	0.005702	88.728	0.005071	91.712	0.010149	88.661	0.011777
2015/04/13	14:58:23.000000	0.006751	92.727	0.005703	88.728	0.005072	91.706	0.010160	88.658	0.011780
2015/04/13	14:58:24.000000	0.006797	92.722	0.005700	88.727	0.005072	91.706	0.010176	88.656	0.011781
2015/04/13	14:58:25.000000	0.006776	92.722	0.005702	88.725	0.005073	91.698	0.010165	88.656	0.011780
2015/04/13	14:58:26.000000	0.006765	92.718	0.005701	88.725	0.005073	91.691	0.010145	88.653	0.011777
2015/04/13	14:58:27.000000	0.006766	92.713	0.005704	88.723	0.005074	91.691	0.010139	88.653	0.011778
2015/04/13	14:58:28.000000	0.006773	92.713	0.005709	88.721	0.005071	91.686	0.010120	88.650	0.011779
2015/04/13	14:58:29.000000	0.006760	92.708	0.005705	88.721	0.005072	91.686	0.010120	88.648	0.011778
2015/04/13	14:58:30.000000	0.006790	92.704	0.005706	88.720	0.005073	91.683	0.010123	88.648	0.011775
2015/04/13	14:58:31.000000	0.006778	92.704	0.005705	88.720	0.005070	91.680	0.010150	88.646	0.011780
2015/04/13	14:58:32.000000	0.006799	92.700	0.005705	88.718	0.005073	91.680	0.010136	88.643	0.011780
2015/04/13	14:58:33.000000	0.006771	92.700	0.005703	88.716	0.005072	91.674	0.010153	88.643	0.011777
2015/04/13	14:58:34.000000	0.006746	92.695	0.005706	88.716	0.005072	91.670	0.010103	88.640	0.011780
2015/04/13	14:58:35.000000	0.006771	92.691	0.005709	88.714	0.005071	91.670	0.010118	88.640	0.011779
2015/04/13	14:58:36.000000	0.006773	92.691	0.005706	88.713	0.005073	91.669	0.010131	88.638	0.011780
2015/04/13	14:58:37.000000	0.006801	92.686	0.005704	88.713	0.005074	91.669	0.010133	88.636	0.011778
2015/04/13	14:58:38.000000	0.006740	92.682	0.005702	88.711	0.005073	91.665	0.010133	88.636	0.011777
2015/04/13	14:58:39.000000	0.006768	92.682	0.005702	88.711	0.005073	91.661	0.010133	88.633	0.011773
2015/04/13	14:58:40.000000	0.006767	92.677	0.005700	88.710	0.005075	91.661	0.010148	88.631	0.011768
2015/04/13	14:58:41.000000	0.006771	92.677	0.005701	88.708	0.005074	91.656	0.010135	88.631	0.011773
2015/04/13	14:58:42.000000	0.006784	92.672	0.005706	88.708	0.005074	91.653	0.010116	88.629	0.011772
2015/04/13	14:58:43.000000	0.006760	92.668	0.005705	88.706	0.005075	91.653	0.010111	88.629	0.011775
2015/04/13	14:58:44.000000	0.006773	92.668	0.005708	88.704	0.005073	91.652	0.010088	88.627	0.011780
2015/04/13	14:58:45.000000	0.006776	92.664	0.005719	88.704	0.005074	91.652	0.010044	88.625	0.011780
2015/04/13	14:58:46.000000	0.006774	92.660	0.005726	88.702	0.005075	91.656	0.010086	88.625	0.011782
2015/04/13	14:58:47.000000	0.006792	92.660	0.005727	88.702	0.005075	91.659	0.010090	88.622	0.011780
2015/04/13	14:58:48.000000	0.006752	92.655	0.005727	88.701	0.005076	91.659	0.010109	88.620	0.011775
2015/04/13	14:58:49.000000	0.006784	92.655	0.005731	88.699	0.005076	91.660	0.010105	88.620	0.011774
2015/04/13	14:58:50.000000	0.006756	92.650	0.005731	88.699	0.005072	91.660	0.010126	88.618	0.011779
2015/04/13	14:58:51.000000	0.006771	92.646	0.005727	88.697	0.005076	91.660	0.010140	88.618	0.011780
2015/04/13	14:58:52.000000	0.006804	92.646	0.005724	88.695	0.005072	91.656	0.010146	88.616	0.011776
2015/04/13	14:58:53.000000	0.006775	92.641	0.005727	88.695	0.005076	91.656	0.010144	88.614	0.011774
2015/04/13	14:58:54.000000	0.006768	92.637	0.005730	88.693	0.005076	91.652	0.010154	88.614	0.011777
2015/04/13	14:58:55.000000	0.006781	92.637	0.005731	88.693	0.005074	91.648	0.010160	88.612	0.011775
2015/04/13	14:58:56.000000	0.006768	92.633	0.005728	88.692	0.005075	91.648	0.010175	88.610	0.011769
2015/04/13	14:58:57.000000	0.006783	92.633	0.005725	88.690	0.005075	91.643	0.010158	88.610	0.011773
2015/04/13	14:58:58.000000	0.006790	92.628	0.005726	88.690	0.005076	91.638	0.010153	88.609	0.011777
2015/04/13	14:58:59.000000	0.006782	92.624	0.005725	88.689	0.005076	91.638	0.010158	88.609	0.011782
