YYYY/MM/DD	HH:mm:ss	[B839 KT19] KT19 radiation thermometer analog	[B840 Integral Radiation Sensors] Pyranometer 3	[B840 Integral Radiation Sensors] Pyranometer 3	[B840 Integral Radiation Sensors] Pyranometer 4	[B840 Integral Radiation Sensors] Pyranometer 4	[B840 Integral Radiation Sensors] Pyrgeometer 3	[B840 Integral Radiation Sensors] Pyrgeometer 3	[B840 Integral Radiation Sensors] Pyrgeometer 4	[B840 Integral Radiation Sensors] Pyrgeometer 4
		Temperature Raw	Shortwave Irradiance top temperature raw	Shortwave Irradiance top value raw	Shortwave Irradiance bottom temperature raw	Shortwave Irradiance bottom value raw	Longwave Irradiance top temperature raw	Longwave Irradiance top value raw	Longwave Irradiance bottom temperature raw	Longwave Irradiance bottom value raw
		Spot	Spot	Spot	Spot	Spot	Spot	Spot	Spot	Spot
		A	Ohm	A	Ohm	A	Ohm	mA	Ohm	mA
2015/04/08	13:34:29.000000	0.008720	94.521	0.006831	90.951	0.005752	93.756	0.009773	90.911	0.011768
2015/04/08	13:34:30.000000	0.008713	94.521	0.006830	90.951	0.005752	93.756	0.009775	90.912	0.011765
2015/04/08	13:34:31.000000	0.008730	94.521	0.006829	90.952	0.005754	93.753	0.009793	90.912	0.011756
2015/04/08	13:34:32.000000	0.008735	94.520	0.006833	90.952	0.005754	93.748	0.009763	90.913	0.011754
2015/04/08	13:34:33.000000	0.008738	94.518	0.006829	90.953	0.005753	93.748	0.009784	90.913	0.011755
2015/04/08	13:34:34.000000	0.008730	94.518	0.006827	90.954	0.005750	93.745	0.009792	90.915	0.011755
2015/04/08	13:34:35.000000	0.008737	94.517	0.006822	90.954	0.005751	93.745	0.009790	90.916	0.011768
2015/04/08	13:34:36.000000	0.008744	94.515	0.006823	90.956	0.005747	93.739	0.009786	90.916	0.011751
2015/04/08	13:34:37.000000	0.008748	94.515	0.006817	90.956	0.005746	93.733	0.009781	90.918	0.011748
2015/04/08	13:34:38.000000	0.008730	94.514	0.006824	90.957	0.005747	93.733	0.009760	90.920	0.011751
2015/04/08	13:34:39.000000	0.008739	94.514	0.006832	90.958	0.005747	93.730	0.009758	90.920	0.011763
2015/04/08	13:34:40.000000	0.008781	94.512	0.006829	90.958	0.005743	93.728	0.009775	90.922	0.011757
2015/04/08	13:34:41.000000	0.008725	94.511	0.006834	90.959	0.005747	93.728	0.009743	90.922	0.011756
2015/04/08	13:34:42.000000	0.008736	94.511	0.006834	90.960	0.005748	93.726	0.009761	90.924	0.011753
2015/04/08	13:34:43.000000	0.008744	94.509	0.006830	90.960	0.005750	93.726	0.009770	90.926	0.011761
2015/04/08	13:34:44.000000	0.008746	94.508	0.006829	90.962	0.005752	93.723	0.009777	90.926	0.011771
2015/04/08	13:34:45.000000	0.008742	94.508	0.006833	90.962	0.005752	93.719	0.009777	90.928	0.011759
2015/04/08	13:34:46.000000	0.008742	94.506	0.006838	90.963	0.005755	93.719	0.009747	90.930	0.011762
2015/04/08	13:34:47.000000	0.008754	94.506	0.006837	90.964	0.005756	93.716	0.009768	90.930	0.011773
2015/04/08	13:34:48.000000	0.008733	94.504	0.006832	90.964	0.005755	93.712	0.009787	90.931	0.011781
2015/04/08	13:34:49.000000	0.008738	94.503	0.006828	90.965	0.005754	93.712	0.009796	90.931	0.011784
2015/04/08	13:34:50.000000	0.008733	94.503	0.006826	90.967	0.005753	93.707	0.009799	90.932	0.011788
2015/04/08	13:34:51.000000	0.008735	94.501	0.006832	90.967	0.005754	93.707	0.009766	90.932	0.011784
2015/04/08	13:34:52.000000	0.008776	94.500	0.006843	90.968	0.005753	93.701	0.009751	90.932	0.011780
2015/04/08	13:34:53.000000	0.008745	94.500	0.006848	90.968	0.005757	93.701	0.009736	90.932	0.011779
2015/04/08	13:34:54.000000	0.008752	94.498	0.006841	90.969	0.005759	93.701	0.009758	90.933	0.011773
2015/04/08	13:34:55.000000	0.008768	94.498	0.006837	90.971	0.005756	93.699	0.009736	90.933	0.011761
2015/04/08	13:34:56.000000	0.008750	94.497	0.006847	90.971	0.005754	93.700	0.009708	90.934	0.011749
2015/04/08	13:34:57.000000	0.008749	94.495	0.006846	90.972	0.005755	93.700	0.009729	90.934	0.011751
2015/04/08	13:34:58.000000	0.008728	94.495	0.006832	90.974	0.005756	93.701	0.009743	90.936	0.011740
2015/04/08	13:34:59.000000	0.008769	94.494	0.006819	90.974	0.005757	93.701	0.009756	90.939	0.011739
2015/04/08	13:35:00.000000	0.008747	94.492	0.006821	90.975	0.005757	93.700	0.009757	90.939	0.011751
2015/04/08	13:35:01.000000	0.008747	94.492	0.006834	90.975	0.005759	93.697	0.009767	90.941	0.011764
2015/04/08	13:35:02.000000	0.008751	94.490	0.006838	90.976	0.005763	93.697	0.009779	90.942	0.011757
2015/04/08	13:35:03.000000	0.008776	94.490	0.006839	90.977	0.005761	93.693	0.009779	90.942	0.011759
2015/04/08	13:35:04.000000	0.008755	94.488	0.006840	90.977	0.005760	93.690	0.009752	90.943	0.011756
2015/04/08	13:35:05.000000	0.008739	94.487	0.006843	90.979	0.005755	93.690	0.009775	90.943	0.011761
2015/04/08	13:35:06.000000	0.008741	94.487	0.006843	90.980	0.005758	93.687	0.009775	90.945	0.011771
2015/04/08	13:35:07.000000	0.008754	94.486	0.006840	90.980	0.005759	93.687	0.009789	90.946	0.011782
2015/04/08	13:35:08.000000	0.008750	94.484	0.006838	90.982	0.005759	93.682	0.009792	90.946	0.011782
2015/04/08	13:35:09.000000	0.008748	94.484	0.006842	90.982	0.005759	93.677	0.009790	90.946	0.011773
2015/04/08	13:35:10.000000	0.008747	94.482	0.006851	90.983	0.005761	93.677	0.009754	90.947	0.011781
2015/04/08	13:35:11.000000	0.008740	94.482	0.006853	90.985	0.005760	93.675	0.009752	90.947	0.011787
2015/04/08	13:35:12.000000	0.008744	94.480	0.006848	90.985	0.005759	93.673	0.009766	90.947	0.011791
2015/04/08	13:35:13.000000	0.008763	94.479	0.006836	90.986	0.005757	93.673	0.009759	90.947	0.011785
2015/04/08	13:35:14.000000	0.008736	94.479	0.006838	90.988	0.005760	93.671	0.009765	90.947	0.011783
2015/04/08	13:35:15.000000	0.008752	94.478	0.006836	90.988	0.005759	93.671	0.009787	90.946	0.011785
2015/04/08	13:35:16.000000	0.008747	94.476	0.006835	90.989	0.005763	93.667	0.009784	90.946	0.011778
2015/04/08	13:35:17.000000	0.008760	94.476	0.006842	90.989	0.005763	93.664	0.009760	90.946	0.011780
2015/04/08	13:35:18.000000	0.008752	94.474	0.006846	90.991	0.005763	93.664	0.009758	90.946	0.011782
2015/04/08	13:35:19.000000	0.008763	94.474	0.006844	90.992	0.005764	93.662	0.009772	90.946	0.011781
2015/04/08	13:35:20.000000	0.008757	94.472	0.006840	90.992	0.005762	93.659	0.009775	90.946	0.011787
2015/04/08	13:35:21.000000	0.008743	94.471	0.006833	90.993	0.005763	93.659	0.009772	90.946	0.011773
2015/04/08	13:35:22.000000	0.008732	94.471	0.006832	90.995	0.005763	93.656	0.009785	90.946	0.011771
2015/04/08	13:35:23.000000	0.008736	94.469	0.006831	90.995	0.005761	93.656	0.009798	90.947	0.011771
2015/04/08	13:35:24.000000	0.008736	94.467	0.006828	90.996	0.005762	93.652	0.009804	90.947	0.011763
2015/04/08	13:35:25.000000	0.008746	94.467	0.006832	90.996	0.005764	93.645	0.009807	90.948	0.011770
2015/04/08	13:35:26.000000	0.008755	94.466	0.006834	90.998	0.005763	93.645	0.009794	90.948	0.011768
2015/04/08	13:35:27.000000	0.008722	94.466	0.006840	90.999	0.005768	93.639	0.009749	90.948	0.011744
2015/04/08	13:35:28.000000	0.008744	94.464	0.006855	90.999	0.005769	93.639	0.009727	90.949	0.011754
2015/04/08	13:35:29.000000	0.008735	94.463	0.006856	91.001	0.005769	93.639	0.009740	90.949	0.011753
2015/04/08	13:35:30.000000	0.008749	94.463	0.006847	91.002	0.005766	93.640	0.009757	90.950	0.011751
2015/04/08	13:35:31.000000	0.008735	94.461	0.006846	91.002	0.005767	93.640	0.009753	90.951	0.011753
2015/04/08	13:35:32.000000	0.008747	94.459	0.006844	91.003	0.005767	93.639	0.009746	90.951	0.011751
2015/04/08	13:35:33.000000	0.008749	94.459	0.006846	91.003	0.005767	93.638	0.009737	90.951	0.011760
2015/04/08	13:35:34.000000	0.008746	94.457	0.006846	91.005	0.005765	93.638	0.009740	90.951	0.011754
2015/04/08	13:35:35.000000	0.008781	94.457	0.006839	91.006	0.005764	93.639	0.009755	90.951	0.011760
2015/04/08	13:35:36.000000	0.008749	94.456	0.006830	91.006	0.005764	93.639	0.009745	90.951	0.011764
2015/04/08	13:35:37.000000	0.008752	94.454	0.006831	91.008	0.005764	93.639	0.009752	90.951	0.011766
2015/04/08	13:35:38.000000	0.008730	94.454	0.006828	91.009	0.005766	93.637	0.009781	90.950	0.011770
2015/04/08	13:35:39.000000	0.008734	94.452	0.006823	91.009	0.005767	93.637	0.009792	90.949	0.011766
2015/04/08	13:35:40.000000	0.008729	94.451	0.006826	91.011	0.005765	93.633	0.009804	90.949	0.011763
2015/04/08	13:35:41.000000	0.008716	94.451	0.006833	91.011	0.005766	93.628	0.009788	90.949	0.011754
2015/04/08	13:35:42.000000	0.008742	94.449	0.006844	91.012	0.005767	93.628	0.009766	90.949	0.011753
2015/04/08	13:35:43.000000	0.008731	94.449	0.006850	91.013	0.005767	93.626	0.009766	90.949	0.011750
2015/04/08	13:35:44.000000	0.008733	94.447	0.006852	91.013	0.005771	93.623	0.009752	90.948	0.011746
2015/04/08	13:35:45.000000	0.008766	94.445	0.006858	91.015	0.005768	93.623	0.009737	90.948	0.011731
2015/04/08	13:35:46.000000	0.008739	94.445	0.006861	91.016	0.005770	93.625	0.009747	90.949	0.011716
2015/04/08	13:35:47.000000	0.008727	94.444	0.006855	91.016	0.005771	93.625	0.009772	90.951	0.011726
2015/04/08	13:35:48.000000	0.008760	94.442	0.006841	91.017	0.005770	93.624	0.009771	90.951	0.011733
