YYYY/MM/DD	HH:mm:ss	Type	Level	Origin	Message
2015/04/08	13:34:06.639363	Information	0	ValuePool	VP_dms1: Started
2015/04/08	13:34:06.648907	Information	0	ValuePool	VP_dms1: V2.7.13.6
2015/04/08	13:34:11.577861	Information	0	ValuePool	VP_dms1 Cons.: ErrorLogger at dms1 with IP 192.168.75.50 port 52297
2015/04/08	13:34:14.782609	Information	1229466086	DMS.DMS_ExternalDeviceMonitor	[Main - Start] Started successfully
2015/04/08	13:34:14.782684	Information	1657713527	DMS.DMS_ExternalDeviceMonitor	[Main - Debugging] Off
2015/04/08	13:34:15.919336	Information	857351104	DMS.DMS_ExternalDeviceMonitor	[ValuePool - Connection Established] Host: localhost, Port: 13000
2015/04/08	13:34:16.296144	Information	1229466086	DMS.DMS_Frontend.ADAC1	[Main - Start] Started successfully [ADAC1]
2015/04/08	13:34:16.296189	Information	1657713527	DMS.DMS_Frontend.ADAC1	[Main - Debugging] On [/data/DMS_ArchiveSet/System/DMS/current/config/Logging/log4cpp.ADAC1.properties]
2015/04/08	13:34:16.420091	Information	857351104	DMS.DMS_ExternalDeviceMonitor	[ValuePool - Connection Established] Host: localhost, Port: 13000
2015/04/08	13:34:16.921264	Information	857351104	DMS.DMS_ExternalDeviceMonitor	[ValuePool - Connection Established] Host: localhost, Port: 13000
2015/04/08	13:34:17.422452	Information	857351104	DMS.DMS_ExternalDeviceMonitor	[ValuePool - Connection Established] Host: localhost, Port: 13000
2015/04/08	13:34:17.447685	Information	1964552444	DMS.DMS_Frontend.ADAC1	[Configuration - Loaded] 
2015/04/08	13:34:17.455813	Information	416757256	DMS.DMS_Frontend.ADAC1	[Database-Storage - Start] Started successfully
2015/04/08	13:34:17.455813	Information	1916564851	DMS.DMS_Frontend.ADAC1	[Filedump-Storage - Start] Started successfully
2015/04/08	13:34:17.455822	Information	452586908	DMS.DMS_Frontend.ADAC1	[Online-Display - Start] Started successfully
2015/04/08	13:34:17.456573	Information	857351104	DMS.DMS_Frontend.ADAC1	[ValuePool - Connection Established] localhost:13000
2015/04/08	13:34:17.456938	Error	2066695828	DMS.DMS_Frontend.ADAC1	[ValuePool - Configuration Failed] [../src/Configurator.cpp begin() 50]: Can't begin configuration: 1000-6 | [ValuePool: SvcAdmConfigBegin 22912]: Configuration already in progress
2015/04/08	13:34:17.462516	Information	2043744590	DMS.DMS_Frontend.ADAC1	[DataLogger - Connection Established] localhost:5432
2015/04/08	13:34:17.467624	Information	567668653	DMS.DMS_Frontend.ADAC1	[Subsystem - Connection Established] client-mode 192.168.75.10:30000
2015/04/08	13:34:17.923515	Information	857351104	DMS.DMS_ExternalDeviceMonitor	[ValuePool - Connection Established] Host: localhost, Port: 13000
2015/04/08	13:34:18.424509	Information	857351104	DMS.DMS_ExternalDeviceMonitor	[ValuePool - Connection Established] Host: localhost, Port: 13000
2015/04/08	13:34:18.925524	Information	857351104	DMS.DMS_ExternalDeviceMonitor	[ValuePool - Connection Established] Host: localhost, Port: 13000
2015/04/08	13:34:19.426639	Information	857351104	DMS.DMS_ExternalDeviceMonitor	[ValuePool - Connection Established] Host: localhost, Port: 13000
2015/04/08	13:34:19.927649	Information	857351104	DMS.DMS_ExternalDeviceMonitor	[ValuePool - Connection Established] Host: localhost, Port: 13000
2015/04/08	13:34:20.428741	Information	857351104	DMS.DMS_ExternalDeviceMonitor	[ValuePool - Connection Established] Host: localhost, Port: 13000
2015/04/08	13:34:20.929835	Information	857351104	DMS.DMS_ExternalDeviceMonitor	[ValuePool - Connection Established] Host: localhost, Port: 13000
2015/04/08	13:34:21.430850	Information	857351104	DMS.DMS_ExternalDeviceMonitor	[ValuePool - Connection Established] Host: localhost, Port: 13000
2015/04/08	13:34:21.883454	Information	1229466086	DMS.DMS_Frontend.ADAN1	[Main - Start] Started successfully [ADAN1]
2015/04/08	13:34:21.883500	Information	1657713527	DMS.DMS_Frontend.ADAN1	[Main - Debugging] On [/data/DMS_ArchiveSet/System/DMS/current/config/Logging/log4cpp.ADAN1.properties]
2015/04/08	13:34:21.931995	Information	857351104	DMS.DMS_ExternalDeviceMonitor	[ValuePool - Connection Established] Host: localhost, Port: 13000
2015/04/08	13:34:22.433577	Information	857351104	DMS.DMS_ExternalDeviceMonitor	[ValuePool - Connection Established] Host: localhost, Port: 13000
2015/04/08	13:34:22.934656	Information	857351104	DMS.DMS_ExternalDeviceMonitor	[ValuePool - Connection Established] Host: localhost, Port: 13000
2015/04/08	13:34:22.958092	Information	857351104	DMS.DMS_Frontend.ADAC1	[ValuePool - Connection Established] localhost:13000
2015/04/08	13:34:22.958741	Error	2066695828	DMS.DMS_Frontend.ADAC1	[ValuePool - Configuration Failed] [../src/Configurator.cpp begin() 50]: Can't begin configuration: 1000-6 | [ValuePool: SvcAdmConfigBegin 22912]: Configuration already in progress
2015/04/08	13:34:23.045935	Information	1964552444	DMS.DMS_Frontend.ADAN1	[Configuration - Loaded] 
2015/04/08	13:34:23.047918	Information	1916564851	DMS.DMS_Frontend.ADAN1	[Filedump-Storage - Start] Started successfully
2015/04/08	13:34:23.048008	Information	416757256	DMS.DMS_Frontend.ADAN1	[Database-Storage - Start] Started successfully
2015/04/08	13:34:23.048008	Information	452586908	DMS.DMS_Frontend.ADAN1	[Online-Display - Start] Started successfully
2015/04/08	13:34:23.048744	Information	857351104	DMS.DMS_Frontend.ADAN1	[ValuePool - Connection Established] localhost:13000
2015/04/08	13:34:23.052994	Information	2043744590	DMS.DMS_Frontend.ADAN1	[DataLogger - Connection Established] localhost:5432
2015/04/08	13:34:23.061436	Information	567668653	DMS.DMS_Frontend.ADAN1	[Subsystem - Connection Established] client-mode 192.168.75.11:30000
2015/04/08	13:34:23.096301	Error	2066695828	DMS.DMS_Frontend.ADAN1	[ValuePool - Configuration Failed] [../src/Configurator.cpp compile() 72]: Can't compile configuration: 1000-29 | [ValuePool: Resolve 16954]: Parameter unknown: "GPS1.LAT_DEG" near position 25Formula: "UF_Bearing (GPS1.LAT_DEG, GPS1.LON_DEG, SYS.NEXT_WP_LAT, SYS.NEXT_WP_LON)": Parameter: "SYS.BEARING_TO_NEXT_WP"; Parameter unknown: "GPS1.LAT_DEG" near position 25Formula: "UF_Bearing (GPS1.LAT_DEG, GPS1.LON_DEG, SYS.PREVIOUS_WP_LAT, SYS.PREVIOUS_WP_LON)": Parameter: "SYS.BEARING_TO_PREVIOUS_WP"; Parameter u
2015/04/08	13:34:23.435725	Information	857351104	DMS.DMS_ExternalDeviceMonitor	[ValuePool - Connection Established] Host: localhost, Port: 13000
2015/04/08	13:34:23.936796	Information	857351104	DMS.DMS_ExternalDeviceMonitor	[ValuePool - Connection Established] Host: localhost, Port: 13000
2015/04/08	13:34:24.437852	Information	857351104	DMS.DMS_ExternalDeviceMonitor	[ValuePool - Connection Established] Host: localhost, Port: 13000
2015/04/08	13:34:24.938909	Information	857351104	DMS.DMS_ExternalDeviceMonitor	[ValuePool - Connection Established] Host: localhost, Port: 13000
2015/04/08	13:34:25.439912	Information	857351104	DMS.DMS_ExternalDeviceMonitor	[ValuePool - Connection Established] Host: localhost, Port: 13000
2015/04/08	13:34:25.940994	Information	857351104	DMS.DMS_ExternalDeviceMonitor	[ValuePool - Connection Established] Host: localhost, Port: 13000
2015/04/08	13:34:26.442043	Information	857351104	DMS.DMS_ExternalDeviceMonitor	[ValuePool - Connection Established] Host: localhost, Port: 13000
2015/04/08	13:34:26.943061	Information	857351104	DMS.DMS_ExternalDeviceMonitor	[ValuePool - Connection Established] Host: localhost, Port: 13000
2015/04/08	13:34:27.444238	Information	857351104	DMS.DMS_ExternalDeviceMonitor	[ValuePool - Connection Established] Host: localhost, Port: 13000
2015/04/08	13:34:27.470996	Information	1229466086	DMS.DMS_Frontend.ADAR1	[Main - Start] Started successfully [ADAR1]
2015/04/08	13:34:27.471044	Information	1657713527	DMS.DMS_Frontend.ADAR1	[Main - Debugging] On [/data/DMS_ArchiveSet/System/DMS/current/config/Logging/log4cpp.ADAR1.properties]
2015/04/08	13:34:27.945298	Information	857351104	DMS.DMS_ExternalDeviceMonitor	[ValuePool - Connection Established] Host: localhost, Port: 13000
2015/04/08	13:34:28.446025	Information	857351104	DMS.DMS_ExternalDeviceMonitor	[ValuePool - Connection Established] Host: localhost, Port: 13000
2015/04/08	13:34:28.459123	Information	857351104	DMS.DMS_Frontend.ADAC1	[ValuePool - Connection Established] localhost:13000
2015/04/08	13:34:28.550094	Information	857351104	DMS.DMS_Frontend.ADAN1	[ValuePool - Connection Established] localhost:13000
2015/04/08	13:34:28.616513	Error	2066695828	DMS.DMS_Frontend.ADAN1	[ValuePool - Configuration Failed] [../src/Configurator.cpp compile() 72]: Can't compile configuration: 1000-29 | [ValuePool: Resolve 16954]: Parameter unknown: "GPS1.LAT_DEG" near position 25Formula: "UF_Bearing (GPS1.LAT_DEG, GPS1.LON_DEG, SYS.NEXT_WP_LAT, SYS.NEXT_WP_LON)": Parameter: "SYS.BEARING_TO_NEXT_WP"; Parameter unknown: "GPS1.LAT_DEG" near position 25Formula: "UF_Bearing (GPS1.LAT_DEG, GPS1.LON_DEG, SYS.PREVIOUS_WP_LAT, SYS.PREVIOUS_WP_LON)": Parameter: "SYS.BEARING_TO_PREVIOUS_WP"; Parameter u
2015/04/08	13:34:28.947183	Information	857351104	DMS.DMS_ExternalDeviceMonitor	[ValuePool - Connection Established] Host: localhost, Port: 13000
2015/04/08	13:34:28.979957	Information	1964552444	DMS.DMS_Frontend.ADAR1	[Configuration - Loaded] 
2015/04/08	13:34:28.982366	Information	1916564851	DMS.DMS_Frontend.ADAR1	[Filedump-Storage - Start] Started successfully
2015/04/08	13:34:28.982580	Information	416757256	DMS.DMS_Frontend.ADAR1	[Database-Storage - Start] Started successfully
2015/04/08	13:34:28.982755	Information	452586908	DMS.DMS_Frontend.ADAR1	[Online-Display - Start] Started successfully
2015/04/08	13:34:28.983811	Information	857351104	DMS.DMS_Frontend.ADAR1	[ValuePool - Connection Established] localhost:13000
2015/04/08	13:34:28.984382	Error	2066695828	DMS.DMS_Frontend.ADAR1	[ValuePool - Configuration Failed] [../src/Configurator.cpp begin() 50]: Can't begin configuration: 1000-6 | [ValuePool: SvcAdmConfigBegin 22912]: Configuration already in progress
2015/04/08	13:34:28.987998	Information	2043744590	DMS.DMS_Frontend.ADAR1	[DataLogger - Connection Established] localhost:5432
2015/04/08	13:34:28.994528	Information	567668653	DMS.DMS_Frontend.ADAR1	[Subsystem - Connection Established] client-mode 192.168.75.12:30000
2015/04/08	13:34:29.448191	Information	857351104	DMS.DMS_ExternalDeviceMonitor	[ValuePool - Connection Established] Host: localhost, Port: 13000
2015/04/08	13:34:29.949262	Information	857351104	DMS.DMS_ExternalDeviceMonitor	[ValuePool - Connection Established] Host: localhost, Port: 13000
2015/04/08	13:34:30.450296	Information	857351104	DMS.DMS_ExternalDeviceMonitor	[ValuePool - Connection Established] Host: localhost, Port: 13000
2015/04/08	13:34:30.951305	Information	857351104	DMS.DMS_ExternalDeviceMonitor	[ValuePool - Connection Established] Host: localhost, Port: 13000
2015/04/08	13:34:31.452378	Information	857351104	DMS.DMS_ExternalDeviceMonitor	[ValuePool - Connection Established] Host: localhost, Port: 13000
2015/04/08	13:34:31.953433	Information	857351104	DMS.DMS_ExternalDeviceMonitor	[ValuePool - Connection Established] Host: localhost, Port: 13000
2015/04/08	13:34:32.454449	Information	857351104	DMS.DMS_ExternalDeviceMonitor	[ValuePool - Connection Established] Host: localhost, Port: 13000
2015/04/08	13:34:32.955494	Information	857351104	DMS.DMS_ExternalDeviceMonitor	[ValuePool - Connection Established] Host: localhost, Port: 13000
2015/04/08	13:34:33.253460	Information	1229466086	DMS.DMS_ChannelDump	[Main - Start] Started successfully
2015/04/08	13:34:33.253497	Information	1657713527	DMS.DMS_ChannelDump	[Main - Debugging] On [/data/DMS_ArchiveSet/System/DMS/current/config/Logging/log4cpp.ChannelDump.properties]
2015/04/08	13:34:33.456524	Information	857351104	DMS.DMS_ExternalDeviceMonitor	[ValuePool - Connection Established] Host: localhost, Port: 13000
2015/04/08	13:34:33.957616	Information	857351104	DMS.DMS_ExternalDeviceMonitor	[ValuePool - Connection Established] Host: localhost, Port: 13000
