YYYY/MM/DD	HH:mm:ss	[B839 KT19] KT19 radiation thermometer analog	[B840 Integral Radiation Sensors] Pyranometer 3	[B840 Integral Radiation Sensors] Pyranometer 3	[B840 Integral Radiation Sensors] Pyranometer 4	[B840 Integral Radiation Sensors] Pyranometer 4	[B840 Integral Radiation Sensors] Pyrgeometer 3	[B840 Integral Radiation Sensors] Pyrgeometer 3	[B840 Integral Radiation Sensors] Pyrgeometer 4	[B840 Integral Radiation Sensors] Pyrgeometer 4
		Temperature Raw	Shortwave Irradiance top temperature raw	Shortwave Irradiance top value raw	Shortwave Irradiance bottom temperature raw	Shortwave Irradiance bottom value raw	Longwave Irradiance top temperature raw	Longwave Irradiance top value raw	Longwave Irradiance bottom temperature raw	Longwave Irradiance bottom value raw
		Spot	Spot	Spot	Spot	Spot	Spot	Spot	Spot	Spot
		A	Ohm	A	Ohm	A	Ohm	mA	Ohm	mA
2015/03/28	11:59:10.000000	0.000001	107.256	0.008413	104.843	0.004652	107.865	0.009571	104.861	0.012430
2015/03/28	11:59:11.000000	0.000001	107.256	0.008382	104.843	0.004647	107.865	0.009573	104.866	0.012433
2015/03/28	11:59:12.000000	0.000000	107.256	0.008189	104.846	0.004632	107.877	0.009577	104.866	0.012443
2015/03/28	11:59:13.000000	-0.000000	107.264	0.007944	104.846	0.004616	107.888	0.009557	104.871	0.012460
2015/03/28	11:59:14.000000	-0.000001	107.273	0.007817	104.848	0.004606	107.888	0.009560	104.871	0.012472
2015/03/28	11:59:15.000000	0.000000	107.273	0.007704	104.850	0.004593	107.903	0.009589	104.874	0.012452
2015/03/28	11:59:16.000000	-0.000000	107.281	0.007510	104.850	0.004581	107.903	0.009538	104.878	0.012446
2015/03/28	11:59:17.000000	0.000000	107.290	0.007362	104.852	0.004568	107.911	0.009537	104.878	0.012454
2015/03/28	11:59:18.000000	-0.000000	107.290	0.007256	104.852	0.004563	107.925	0.009567	104.882	0.012444
2015/03/28	11:59:19.000000	0.000000	107.298	0.007169	104.854	0.004558	107.925	0.009574	104.887	0.012459
2015/03/28	11:59:20.000000	0.000000	107.298	0.007129	104.856	0.004557	107.932	0.009564	104.887	0.012460
2015/03/28	11:59:21.000000	0.000001	107.307	0.007107	104.856	0.004555	107.936	0.009564	104.891	0.012451
2015/03/28	11:59:22.000000	0.000000	107.315	0.007104	104.858	0.004556	107.936	0.009498	104.891	0.012470
2015/03/28	11:59:23.000000	0.000001	107.315	0.007117	104.860	0.004556	107.949	0.009541	104.895	0.012479
2015/03/28	11:59:24.000000	0.000000	107.323	0.007149	104.860	0.004558	107.949	0.009539	104.897	0.012480
2015/03/28	11:59:25.000000	0.000000	107.331	0.007167	104.863	0.004559	107.962	0.009583	104.897	0.012475
2015/03/28	11:59:26.000000	0.000000	107.331	0.007162	104.863	0.004556	107.973	0.009570	104.899	0.012480
2015/03/28	11:59:27.000000	-0.000000	107.340	0.007150	104.865	0.004556	107.973	0.009540	104.900	0.012463
2015/03/28	11:59:28.000000	0.000000	107.340	0.007159	104.867	0.004560	107.987	0.009511	104.900	0.012448
2015/03/28	11:59:29.000000	0.000000	107.348	0.007217	104.867	0.004567	108.003	0.009540	104.903	0.012446
2015/03/28	11:59:30.000000	0.000000	107.357	0.007353	104.869	0.004581	108.003	0.009569	104.903	0.012417
2015/03/28	11:59:31.000000	0.000001	107.357	0.007589	104.871	0.004601	108.010	0.009503	104.907	0.012418
2015/03/28	11:59:32.000000	-0.000000	107.365	0.007789	104.871	0.004610	108.010	0.009460	104.915	0.012433
2015/03/28	11:59:33.000000	-0.000000	107.374	0.007891	104.874	0.004608	108.021	0.009463	104.915	0.012453
2015/03/28	11:59:34.000000	0.000000	107.374	0.007793	104.874	0.004598	108.035	0.009476	104.922	0.012445
2015/03/28	11:59:35.000000	0.000001	107.383	0.007608	104.876	0.004584	108.035	0.009476	104.927	0.012437
2015/03/28	11:59:36.000000	-0.000000	107.383	0.007449	104.878	0.004573	108.049	0.009511	104.927	0.012444
2015/03/28	11:59:37.000000	0.000000	107.392	0.007329	104.878	0.004565	108.056	0.009544	104.933	0.012444
2015/03/28	11:59:38.000000	-0.000000	107.402	0.007227	104.880	0.004560	108.056	0.009549	104.933	0.012451
2015/03/28	11:59:39.000000	0.000000	107.402	0.007179	104.882	0.004557	108.056	0.009551	104.938	0.012455
2015/03/28	11:59:40.000000	-0.000001	107.410	0.007155	104.882	0.004556	108.056	0.009544	104.943	0.012452
2015/03/28	11:59:41.000000	0.000001	107.419	0.007140	104.885	0.004554	108.057	0.009559	104.943	0.012461
2015/03/28	11:59:42.000000	0.000000	107.419	0.007143	104.885	0.004555	108.056	0.009562	104.949	0.012449
2015/03/28	11:59:43.000000	-0.000000	107.429	0.007159	104.887	0.004559	108.056	0.009547	104.955	0.012458
2015/03/28	11:59:44.000000	0.000001	107.429	0.007203	104.889	0.004562	108.057	0.009544	104.955	0.012479
2015/03/28	11:59:45.000000	-0.000000	107.438	0.007244	104.889	0.004564	108.064	0.009511	104.960	0.012486
2015/03/28	11:59:46.000000	-0.000001	107.446	0.007274	104.892	0.004567	108.064	0.009526	104.960	0.012480
2015/03/28	11:59:47.000000	-0.000000	107.446	0.007292	104.894	0.004567	108.073	0.009513	104.963	0.012462
2015/03/28	11:59:48.000000	-0.000001	107.455	0.007279	104.894	0.004567	108.073	0.009518	104.966	0.012470
2015/03/28	11:59:49.000000	0.000000	107.465	0.007268	104.897	0.004567	108.080	0.009497	104.966	0.012465
2015/03/28	11:59:50.000000	-0.000002	107.465	0.007300	104.897	0.004571	108.094	0.009453	104.970	0.012458
2015/03/28	11:59:51.000000	-0.000001	107.473	0.007342	104.899	0.004574	108.094	0.009447	104.974	0.012450
2015/03/28	11:59:52.000000	-0.000000	107.473	0.007395	104.901	0.004581	108.116	0.009474	104.974	0.012459
2015/03/28	11:59:53.000000	-0.000001	107.483	0.007518	104.901	0.004591	108.134	0.009515	104.977	0.012468
2015/03/28	11:59:54.000000	-0.000001	107.493	0.007661	104.904	0.004602	108.134	0.009584	104.977	0.012472
2015/03/28	11:59:55.000000	0.000001	107.493	0.007762	104.906	0.004606	108.142	0.009602	104.979	0.012477
2015/03/28	11:59:56.000000	0.000000	107.501	0.007787	104.906	0.004609	108.142	0.009630	104.979	0.012478
2015/03/28	11:59:57.000000	-0.000000	107.511	0.007818	104.909	0.004612	108.145	0.009644	104.979	0.012477
2015/03/28	11:59:58.000000	0.000001	107.511	0.007867	104.909	0.004614	108.146	0.009591	104.978	0.012473
2015/03/28	11:59:59.000000	0.000000	107.521	0.007870	104.912	0.004613	108.146	0.009610	104.977	0.012471
2015/03/28	12:00:00.000000	-0.000000	107.521	0.007829	104.915	0.004610	108.149	0.009598	104.977	0.012469
2015/03/28	12:00:01.000000	-0.000000	107.530	0.007835	104.915	0.004614	108.151	0.009591	104.976	0.012470
2015/03/28	12:00:02.000000	0.000000	107.539	0.007956	104.917	0.004630	108.151	0.009607	104.976	0.012467
2015/03/28	12:00:03.000000	-0.000000	107.539	0.008181	104.920	0.004648	108.150	0.009577	104.975	0.012467
2015/03/28	12:00:04.000000	0.000001	107.549	0.008440	104.920	0.004671	108.150	0.009504	104.973	0.012465
2015/03/28	12:00:05.000000	0.000000	107.559	0.008701	104.922	0.004690	108.157	0.009537	104.973	0.012463
2015/03/28	12:00:06.000000	-0.000000	107.559	0.008971	104.922	0.004708	108.168	0.009510	104.971	0.012461
2015/03/28	12:00:07.000000	0.000000	107.569	0.009113	104.925	0.004716	108.168	0.009523	104.970	0.012463
2015/03/28	12:00:08.000000	-0.000000	107.569	0.009191	104.928	0.004722	108.179	0.009563	104.970	0.012461
2015/03/28	12:00:09.000000	0.000000	107.579	0.009253	104.928	0.004725	108.184	0.009577	104.968	0.012463
2015/03/28	12:00:10.000000	0.000000	107.589	0.009285	104.930	0.004727	108.184	0.009562	104.968	0.012463
2015/03/28	12:00:11.000000	-0.000000	107.589	0.009308	104.933	0.004728	108.190	0.009544	104.967	0.012458
2015/03/28	12:00:12.000000	0.000001	107.599	0.009326	104.933	0.004729	108.190	0.009519	104.965	0.012448
2015/03/28	12:00:13.000000	-0.000000	107.609	0.009332	104.936	0.004728	108.197	0.009504	104.965	0.012434
2015/03/28	12:00:14.000000	-0.000000	107.609	0.009341	104.936	0.004730	108.204	0.009469	104.965	0.012427
2015/03/28	12:00:15.000000	0.000001	107.617	0.009347	104.938	0.004730	108.204	0.009488	104.966	0.012421
2015/03/28	12:00:16.000000	-0.000000	107.617	0.009351	104.941	0.004732	108.209	0.009491	104.966	0.012422
2015/03/28	12:00:17.000000	0.000001	107.628	0.009353	104.941	0.004730	108.208	0.009476	104.967	0.012420
2015/03/28	12:00:18.000000	-0.000000	107.638	0.009357	104.943	0.004729	108.208	0.009470	104.967	0.012414
2015/03/28	12:00:19.000000	0.000001	107.638	0.009359	104.946	0.004730	108.207	0.009467	104.969	0.012419
2015/03/28	12:00:20.000000	-0.000000	107.647	0.009363	104.946	0.004731	108.207	0.009509	104.971	0.012430
2015/03/28	12:00:21.000000	0.000000	107.657	0.009369	104.948	0.004731	108.201	0.009539	104.971	0.012439
2015/03/28	12:00:22.000000	-0.000716	107.657	0.009373	104.948	0.004730	108.189	0.009555	104.971	0.012436
2015/03/28	12:00:23.000000	0.004003	107.666	0.009377	104.950	0.004730	108.189	0.009553	104.971	0.012442
2015/03/28	12:00:24.000000	0.014119	107.666	0.009377	104.953	0.004730	108.175	0.009548	104.971	0.012450
2015/03/28	12:00:25.000000	0.014193	107.675	0.009376	104.953	0.004730	108.161	0.009545	104.970	0.012452
2015/03/28	12:00:26.000000	0.014196	107.684	0.009371	104.955	0.004730	108.161	0.009535	104.970	0.012451
2015/03/28	12:00:27.000000	0.014157	107.684	0.009363	104.957	0.004732	108.147	0.009540	104.968	0.012445
2015/03/28	12:00:28.000000	0.014182	107.693	0.009349	104.957	0.004728	108.147	0.009532	104.966	0.012438
