YYYY/MM/DD	HH:mm:ss	[B839 KT19] KT19 radiation thermometer analog	[B840 Integral Radiation Sensors] Pyranometer 3	[B840 Integral Radiation Sensors] Pyranometer 3	[B840 Integral Radiation Sensors] Pyranometer 4	[B840 Integral Radiation Sensors] Pyranometer 4	[B840 Integral Radiation Sensors] Pyrgeometer 3	[B840 Integral Radiation Sensors] Pyrgeometer 3	[B840 Integral Radiation Sensors] Pyrgeometer 4	[B840 Integral Radiation Sensors] Pyrgeometer 4
		Temperature Raw	Shortwave Irradiance top temperature raw	Shortwave Irradiance top value raw	Shortwave Irradiance bottom temperature raw	Shortwave Irradiance bottom value raw	Longwave Irradiance top temperature raw	Longwave Irradiance top value raw	Longwave Irradiance bottom temperature raw	Longwave Irradiance bottom value raw
		Spot	Spot	Spot	Spot	Spot	Spot	Spot	Spot	Spot
		A	Ohm	A	Ohm	A	Ohm	mA	Ohm	mA
2015/04/10	14:01:18.000000	0.007564	89.804	0.006025	87.948	0.004998	91.123	0.010383	87.894	0.011984
2015/04/10	14:01:19.000000	0.007569	89.805	0.006026	87.948	0.004999	91.123	0.010405	87.894	0.011984
2015/04/10	14:01:20.000000	0.007551	89.805	0.006029	87.948	0.004999	91.122	0.010409	87.894	0.011982
2015/04/10	14:01:21.000000	0.007560	89.807	0.006022	87.948	0.005001	91.122	0.010351	87.893	0.011981
2015/04/10	14:01:22.000000	0.007579	89.807	0.006027	87.947	0.005002	91.122	0.010298	87.893	0.011983
2015/04/10	14:01:23.000000	0.007555	89.808	0.006033	87.947	0.005001	91.131	0.010258	87.892	0.011981
2015/04/10	14:01:24.000000	0.007596	89.810	0.006033	87.947	0.005002	91.131	0.010245	87.892	0.011983
2015/04/10	14:01:25.000000	0.007561	89.810	0.006027	87.946	0.005002	91.145	0.010174	87.892	0.011984
2015/04/10	14:01:26.000000	0.007584	89.811	0.006026	87.946	0.005002	91.145	0.010197	87.891	0.011987
2015/04/10	14:01:27.000000	0.007557	89.813	0.006022	87.946	0.005002	91.167	0.010282	87.891	0.011985
2015/04/10	14:01:28.000000	0.007560	89.813	0.006017	87.946	0.005001	91.180	0.010241	87.891	0.011985
2015/04/10	14:01:29.000000	0.007550	89.814	0.006010	87.945	0.005002	91.180	0.010183	87.890	0.011979
2015/04/10	14:01:30.000000	0.007574	89.814	0.006016	87.944	0.005006	91.200	0.010244	87.890	0.011980
2015/04/10	14:01:31.000000	0.007556	89.815	0.006016	87.944	0.005003	91.217	0.010277	87.889	0.011980
2015/04/10	14:01:32.000000	0.007576	89.817	0.006008	87.943	0.005002	91.217	0.010328	87.889	0.011981
2015/04/10	14:01:33.000000	0.007538	89.817	0.006007	87.943	0.005000	91.224	0.010361	87.889	0.011979
2015/04/10	14:01:34.000000	0.007552	89.818	0.006009	87.943	0.005000	91.224	0.010374	87.888	0.011979
2015/04/10	14:01:35.000000	0.007576	89.820	0.006017	87.943	0.004999	91.224	0.010361	87.888	0.011982
2015/04/10	14:01:36.000000	0.007563	89.820	0.006006	87.943	0.004999	91.224	0.010375	87.888	0.011981
2015/04/10	14:01:37.000000	0.007555	89.821	0.005988	87.942	0.004999	91.224	0.010319	87.887	0.011982
2015/04/10	14:01:38.000000	0.007574	89.821	0.005974	87.942	0.004999	91.230	0.010368	87.887	0.011981
2015/04/10	14:01:39.000000	0.007589	89.822	0.005985	87.942	0.005000	91.234	0.010418	87.887	0.011982
2015/04/10	14:01:40.000000	0.007579	89.824	0.005997	87.941	0.004996	91.234	0.010430	87.887	0.011983
2015/04/10	14:01:41.000000	0.007539	89.824	0.006004	87.940	0.004993	91.232	0.010417	87.886	0.011982
2015/04/10	14:01:42.000000	0.007565	89.825	0.006012	87.940	0.004994	91.232	0.010414	87.886	0.011978
2015/04/10	14:01:43.000000	0.007560	89.827	0.006022	87.940	0.004996	91.230	0.010436	87.886	0.011981
2015/04/10	14:01:44.000000	0.007555	89.827	0.006035	87.940	0.004997	91.226	0.010413	87.885	0.011984
2015/04/10	14:01:45.000000	0.007579	89.829	0.006044	87.940	0.004999	91.226	0.010375	87.884	0.011978
2015/04/10	14:01:46.000000	0.007558	89.829	0.006050	87.939	0.005000	91.229	0.010357	87.884	0.011975
2015/04/10	14:01:47.000000	0.007551	89.830	0.006051	87.939	0.005002	91.232	0.010357	87.885	0.011980
2015/04/10	14:01:48.000000	0.007553	89.832	0.006047	87.938	0.005002	91.232	0.010336	87.885	0.011984
2015/04/10	14:01:49.000000	0.007565	89.832	0.006042	87.938	0.005003	91.236	0.010328	87.884	0.011984
2015/04/10	14:01:50.000000	0.007577	89.833	0.006046	87.938	0.005004	91.236	0.010354	87.884	0.011984
2015/04/10	14:01:51.000000	0.007596	89.835	0.006060	87.937	0.005004	91.239	0.010373	87.884	0.011986
2015/04/10	14:01:52.000000	0.007539	89.835	0.006062	87.937	0.005001	91.237	0.010358	87.884	0.011986
2015/04/10	14:01:53.000000	0.007563	89.837	0.006060	87.936	0.005003	91.237	0.010356	87.883	0.011987
2015/04/10	14:01:54.000000	0.007554	89.837	0.006052	87.936	0.005004	91.236	0.010355	87.883	0.011986
2015/04/10	14:01:55.000000	0.007579	89.839	0.006039	87.936	0.005000	91.238	0.010278	87.883	0.011986
2015/04/10	14:01:56.000000	0.007587	89.840	0.006034	87.936	0.005003	91.238	0.010289	87.883	0.011984
2015/04/10	14:01:57.000000	0.007547	89.840	0.006034	87.935	0.005002	91.246	0.010326	87.882	0.011981
2015/04/10	14:01:58.000000	0.007540	89.841	0.006027	87.935	0.005003	91.246	0.010313	87.881	0.011982
2015/04/10	14:01:59.000000	0.007566	89.843	0.006023	87.935	0.005001	91.249	0.010273	87.881	0.011982
2015/04/10	14:02:00.000000	0.007558	89.843	0.006015	87.935	0.005002	91.261	0.010277	87.881	0.011979
2015/04/10	14:02:01.000000	0.007562	89.845	0.006013	87.934	0.005004	91.261	0.010291	87.881	0.011977
2015/04/10	14:02:02.000000	0.007577	89.845	0.006007	87.934	0.005005	91.272	0.010309	87.881	0.011974
2015/04/10	14:02:03.000000	0.007563	89.846	0.006015	87.934	0.005002	91.278	0.010319	87.881	0.011979
2015/04/10	14:02:04.000000	0.007580	89.848	0.006018	87.933	0.005002	91.278	0.010237	87.881	0.011979
2015/04/10	14:02:05.000000	0.007573	89.848	0.006013	87.932	0.005003	91.290	0.010284	87.881	0.011984
2015/04/10	14:02:06.000000	0.007563	89.850	0.006021	87.932	0.005003	91.290	0.010310	87.881	0.011984
2015/04/10	14:02:07.000000	0.007560	89.851	0.006023	87.932	0.005001	91.298	0.010319	87.881	0.011985
2015/04/10	14:02:08.000000	0.007549	89.851	0.006032	87.932	0.005003	91.302	0.010340	87.881	0.011986
2015/04/10	14:02:09.000000	0.007601	89.853	0.006043	87.931	0.005003	91.302	0.010366	87.881	0.011984
2015/04/10	14:02:10.000000	0.007592	89.853	0.006043	87.931	0.005004	91.302	0.010354	87.881	0.011982
2015/04/10	14:02:11.000000	0.007599	89.855	0.006046	87.931	0.005005	91.300	0.010381	87.881	0.011985
2015/04/10	14:02:12.000000	0.007541	89.857	0.006052	87.930	0.005005	91.300	0.010369	87.881	0.011984
2015/04/10	14:02:13.000000	0.007566	89.857	0.006058	87.929	0.005004	91.298	0.010352	87.881	0.011984
2015/04/10	14:02:14.000000	0.007546	89.859	0.006052	87.929	0.005004	91.298	0.010325	87.880	0.011986
2015/04/10	14:02:15.000000	0.007563	89.860	0.006052	87.929	0.005004	91.303	0.010346	87.880	0.011988
2015/04/10	14:02:16.000000	0.007536	89.860	0.006048	87.929	0.005005	91.308	0.010338	87.880	0.011990
2015/04/10	14:02:17.000000	0.007563	89.862	0.006049	87.929	0.005006	91.308	0.010336	87.880	0.011993
2015/04/10	14:02:18.000000	0.007559	89.862	0.006050	87.928	0.005005	91.314	0.010340	87.880	0.011989
2015/04/10	14:02:19.000000	0.007573	89.864	0.006052	87.928	0.005008	91.318	0.010344	87.880	0.011986
2015/04/10	14:02:20.000000	0.007557	89.866	0.006046	87.928	0.005010	91.318	0.010305	87.880	0.011983
2015/04/10	14:02:21.000000	0.007550	89.866	0.006046	87.927	0.005008	91.324	0.010281	87.880	0.011987
2015/04/10	14:02:22.000000	0.007587	89.868	0.006044	87.927	0.005008	91.324	0.010320	87.879	0.011986
2015/04/10	14:02:23.000000	0.007606	89.869	0.006034	87.927	0.005007	91.332	0.010339	87.879	0.011988
2015/04/10	14:02:24.000000	0.007554	89.869	0.006024	87.927	0.005008	91.336	0.010336	87.879	0.011988
2015/04/10	14:02:25.000000	0.007588	89.871	0.006018	87.926	0.005007	91.336	0.010343	87.878	0.011988
2015/04/10	14:02:26.000000	0.007562	89.871	0.006021	87.926	0.005005	91.338	0.010349	87.878	0.011994
2015/04/10	14:02:27.000000	0.007576	89.873	0.006036	87.926	0.005004	91.340	0.010325	87.878	0.011997
2015/04/10	14:02:28.000000	0.007553	89.875	0.006039	87.925	0.005004	91.340	0.010338	87.878	0.011993
2015/04/10	14:02:29.000000	0.007564	89.875	0.006044	87.925	0.005005	91.344	0.010309	87.878	0.011984
2015/04/10	14:02:30.000000	0.007585	89.877	0.006042	87.925	0.005007	91.344	0.010324	87.879	0.011971
2015/04/10	14:02:31.000000	0.007610	89.879	0.006040	87.924	0.005009	91.349	0.010336	87.879	0.011981
2015/04/10	14:02:32.000000	0.007590	89.879	0.006045	87.924	0.005012	91.353	0.010344	87.881	0.011992
2015/04/10	14:02:33.000000	0.007596	89.881	0.006049	87.923	0.005011	91.353	0.010351	87.882	0.011996
2015/04/10	14:02:34.000000	0.007585	89.881	0.006049	87.923	0.005012	91.354	0.010374	87.882	0.011997
2015/04/10	14:02:35.000000	0.007615	89.883	0.006045	87.923	0.005011	91.352	0.010359	87.883	0.012000
2015/04/10	14:02:36.000000	0.007593	89.885	0.006040	87.923	0.005011	91.352	0.010359	87.883	0.011999
2015/04/10	14:02:37.000000	0.007609	89.885	0.006046	87.923	0.005013	91.351	0.010350	87.884	0.012005
