YYYY/MM/DD	HH:mm:ss	[B700 Avionics] Internal Navigation System	[B700 Avionics] Internal Navigation System	[B700 Avionics] Internal Navigation System	[B700 Avionics] Internal Navigation System	[B700 Avionics] Internal Navigation System	[B700 Avionics] Internal Navigation System	[B700 Avionics] Internal Navigation System	[B700 Avionics] Internal Navigation System	[B700 Avionics] Internal Navigation System	[B700 Avionics] Internal Navigation System	[B700 Avionics] Internal Navigation System	[B700 Avionics] Internal Navigation System	[B700 Avionics] Internal Navigation System	[B700 Avionics] Internal Navigation System
2015/04/13	14:57:36.000000	0.00	0.00	0.000	-1.66	12.12	-0.01	2.08	-0.01	0.00	0.005	0.21025	-0.02840	-0.01	-0.01961
2015/04/13	14:57:37.000000	0.00	0.00	1.625	-1.67	12.12	0.05	2.08	-0.10	0.00	0.013	0.20938	-0.03325	-0.03	-0.01025
2015/04/13	14:57:38.000000	0.00	0.00	0.250	-1.66	12.12	-0.01	2.09	0.01	0.00	0.006	0.21082	-0.02965	-0.03	-0.01338
2015/04/13	14:57:39.000000	0.00	0.00	-0.250	-1.68	12.12	0.00	2.08	0.05	0.00	-0.004	0.20927	-0.02837	-0.01	-0.02644
2015/04/13	14:57:40.000000	0.00	0.00	0.000	-1.68	12.12	-0.03	2.08	0.07	0.00	0.001	0.20854	-0.03578	-0.03	-0.02216
2015/04/13	14:57:41.000000	0.00	0.00	0.250	-1.69	12.12	0.00	2.08	-0.16	0.00	0.003	0.20866	-0.03461	0.02	-0.01810
2015/04/13	14:57:42.000000	0.00	0.00	0.375	-1.68	12.12	0.04	2.09	-0.11	0.00	0.019	0.21234	-0.04347	0.01	-0.01208
2015/04/13	14:57:43.000000	0.00	0.00	0.375	-1.69	12.12	0.05	2.08	-0.13	0.00	0.002	0.21040	-0.03986	-0.00	-0.02769
2015/04/13	14:57:44.000000	0.00	0.00	0.000	-1.70	12.12	0.03	2.08	0.01	0.00	0.004	0.21214	-0.02708	0.07	-0.02698
2015/04/13	14:57:45.000000	0.00	0.00	-0.750	-1.70	12.12	-0.01	2.08	0.05	0.00	0.008	0.21152	-0.02805	0.00	-0.01649
2015/04/13	14:57:46.000000	0.00	0.00	-0.875	-1.70	12.12	-0.05	2.09	0.05	0.00	-0.006	0.21049	-0.04391	0.01	-0.02530
2015/04/13	14:57:47.000000	0.00	0.00	-0.125	-1.70	12.12	-0.03	2.09	-0.01	0.00	0.009	0.21313	-0.04614	-0.02	-0.00607
2015/04/13	14:57:48.000000	0.00	0.00	-0.625	-1.71	12.12	0.05	2.09	-0.13	0.00	-0.007	0.21025	-0.04308	-0.02	-0.03137
2015/04/13	14:57:49.000000	0.00	0.00	0.000	-1.71	12.12	0.05	2.08	-0.01	0.00	0.004	0.21111	-0.04333	-0.02	-0.02338
2015/04/13	14:57:50.000000	0.00	0.00	0.000	-1.72	12.12	0.01	2.08	-0.07	0.00	0.007	0.20857	-0.03214	0.00	-0.01491
2015/04/13	14:57:51.000000	0.00	0.00	0.000	-1.73	12.12	-0.01	2.08	-0.05	0.00	0.003	0.21210	-0.03227	-0.01	-0.02214
2015/04/13	14:57:52.000000	0.00	0.00	0.750	-1.73	12.12	0.01	2.08	0.16	0.00	0.014	0.21129	-0.02827	0.02	-0.01276
2015/04/13	14:57:53.000000	0.00	0.00	-0.250	-1.73	12.12	0.00	2.09	0.05	0.00	0.001	0.20831	-0.03702	0.03	-0.02087
2015/04/13	14:57:54.000000	0.00	0.00	0.125	-1.73	12.12	-0.01	2.09	0.03	0.00	0.009	0.21130	-0.04507	-0.00	-0.01346
2015/04/13	14:57:55.000000	0.00	0.00	-0.250	-1.73	12.12	-0.01	2.10	-0.12	0.00	-0.001	0.21069	-0.04735	-0.05	-0.01762
2015/04/13	14:57:56.000000	0.00	0.00	0.750	-1.74	12.12	0.03	2.08	-0.03	0.00	0.020	0.21252	-0.03494	-0.03	-0.00362
2015/04/13	14:57:57.000000	0.00	0.00	0.000	-1.75	12.12	0.04	2.07	-0.11	0.00	-0.003	0.21059	-0.02307	-0.03	-0.03320
2015/04/13	14:57:58.000000	0.00	0.00	-1.000	-1.76	12.12	-0.05	2.08	0.08	0.00	-0.001	0.20793	-0.03264	0.05	-0.01682
2015/04/13	14:57:59.000000	0.00	0.00	-0.125	-1.76	12.12	-0.05	2.08	0.02	0.00	0.011	0.21120	-0.04163	-0.00	-0.00941
2015/04/13	14:58:00.000000	0.00	0.00	1.375	-1.76	12.12	0.02	2.08	0.06	0.00	0.009	0.21254	-0.03018	-0.01	-0.01785
2015/04/13	14:58:01.000000	0.00	0.00	-0.625	-1.76	12.12	-0.04	2.07	0.09	0.00	-0.000	0.21104	-0.03215	-0.02	-0.01985
2015/04/13	14:58:02.000000	0.00	0.00	0.625	-1.77	12.12	0.09	2.08	0.06	0.00	0.013	0.20961	-0.04399	0.03	-0.01845
2015/04/13	14:58:03.000000	0.00	0.00	0.000	-1.77	12.12	-0.02	2.08	-0.07	0.00	0.001	0.20985	-0.03842	-0.00	-0.01414
2015/04/13	14:58:04.000000	0.00	0.00	1.000	-1.78	12.12	0.04	2.08	0.04	0.00	0.010	0.20905	-0.03307	0.05	-0.01801
2015/04/13	14:58:05.000000	0.00	0.00	0.375	-1.78	12.12	-0.01	2.08	0.15	0.00	0.010	0.21399	-0.03723	-0.00	-0.01469
2015/04/13	14:58:06.000000	0.00	0.00	-1.125	-1.78	12.12	-0.06	2.09	0.07	0.00	0.006	0.21304	-0.03734	-0.01	-0.01765
2015/04/13	14:58:07.000000	0.00	0.00	1.750	-1.79	12.12	0.06	2.08	-0.18	0.00	0.010	0.21019	-0.03275	-0.01	-0.02219
2015/04/13	14:58:08.000000	0.00	0.00	-1.125	-1.79	12.12	0.04	2.07	-0.11	0.00	0.006	0.20995	-0.02789	0.01	-0.01201
2015/04/13	14:58:09.000000	0.00	0.00	0.125	-1.80	12.12	-0.01	2.08	0.09	0.00	0.011	0.21298	-0.04219	0.03	-0.01770
2015/04/13	14:58:10.000000	0.00	0.00	-0.250	-1.80	12.12	0.01	2.09	-0.02	0.00	0.003	0.20955	-0.04991	-0.00	-0.02301
2015/04/13	14:58:11.000000	0.00	0.00	0.750	-1.81	12.12	0.04	2.07	-0.11	0.00	0.012	0.21272	-0.02922	-0.02	-0.01564
2015/04/13	14:58:12.000000	0.00	0.00	-0.250	-1.81	12.12	-0.01	2.08	0.13	0.00	0.007	0.21225	-0.03336	-0.01	-0.01816
2015/04/13	14:58:13.000000	0.00	0.00	-0.500	-1.81	12.12	0.04	2.08	0.04	0.00	0.006	0.20995	-0.04057	-0.04	-0.01520
2015/04/13	14:58:14.000000	0.00	0.00	-0.625	-1.82	12.12	-0.01	2.07	-0.08	0.00	-0.004	0.20868	-0.01996	-0.04	-0.02792
2015/04/13	14:58:15.000000	0.00	0.00	0.250	-1.83	12.13	0.01	2.07	-0.06	0.00	-0.001	0.21100	-0.02483	0.05	-0.02742
2015/04/13	14:58:16.000000	0.00	0.00	-0.250	-1.83	12.12	-0.01	2.07	0.04	0.00	0.006	0.21022	-0.03510	0.04	-0.01726
2015/04/13	14:58:17.000000	0.00	0.00	0.875	-1.83	12.12	0.05	2.08	-0.06	0.00	0.016	0.21088	-0.03667	-0.01	-0.01218
2015/04/13	14:58:18.000000	0.00	0.00	-0.125	-1.83	12.12	-0.01	2.09	0.05	0.00	0.012	0.21324	-0.03975	-0.01	-0.00865
2015/04/13	14:58:19.000000	0.00	0.00	-0.125	-1.84	12.12	-0.04	2.08	-0.02	0.00	-0.000	0.20981	-0.03136	-0.02	-0.03091
2015/04/13	14:58:20.000000	0.00	0.00	-0.250	-1.84	12.12	-0.01	2.08	-0.15	0.00	0.006	0.20956	-0.03648	-0.02	-0.01443
2015/04/13	14:58:21.000000	0.00	0.00	0.250	-1.85	12.12	-0.01	2.07	0.09	0.00	0.008	0.21281	-0.02826	0.01	-0.01266
2015/04/13	14:58:22.000000	0.00	0.00	0.125	-1.86	12.13	-0.08	2.07	0.26	0.00	-0.008	0.20955	-0.02905	0.01	-0.03294
2015/04/13	14:58:23.000000	0.00	0.00	-0.375	-1.85	12.12	0.00	2.08	0.09	0.00	0.003	0.20967	-0.03641	-0.04	-0.01813
2015/04/13	14:58:24.000000	0.00	0.00	0.500	-1.86	12.12	0.00	2.09	0.01	0.00	0.009	0.21136	-0.03773	-0.01	-0.00911
2015/04/13	14:58:25.000000	0.00	0.00	-0.625	-1.86	12.12	-0.07	2.08	-0.05	0.00	0.003	0.21721	-0.03860	-0.03	-0.01825
2015/04/13	14:58:26.000000	0.00	0.00	1.375	-1.87	12.12	0.07	2.08	-0.12	0.00	0.020	0.21094	-0.03313	-0.01	-0.01482
2015/04/13	14:58:27.000000	0.00	0.00	-0.125	-1.87	12.12	0.05	2.09	0.04	0.00	0.006	0.21103	-0.04636	-0.02	-0.02184
2015/04/13	14:58:28.000000	0.00	0.00	-1.000	-1.88	12.12	0.00	2.08	0.09	0.00	-0.010	0.21167	-0.03615	-0.02	-0.03117
2015/04/13	14:58:29.000000	0.00	0.00	0.375	-1.88	12.12	-0.04	2.08	0.11	0.00	0.006	0.21140	-0.02744	-0.02	-0.01685
2015/04/13	14:58:30.000000	0.00	0.00	0.125	-1.89	12.12	0.01	2.07	0.04	0.00	0.008	0.21114	-0.03094	-0.06	-0.01982
2015/04/13	14:58:31.000000	0.00	0.00	0.250	-1.89	12.12	0.03	2.08	0.03	0.00	0.005	0.21143	-0.04402	-0.02	-0.01733
2015/04/13	14:58:32.000000	0.00	0.00	-0.500	-1.89	12.13	0.01	2.08	0.00	0.00	-0.001	0.21013	-0.03297	-0.03	-0.02917
2015/04/13	14:58:33.000000	0.00	0.00	0.000	-1.90	12.12	-0.05	2.08	0.17	0.00	-0.002	0.20853	-0.03218	-0.01	-0.02570
2015/04/13	14:58:34.000000	0.00	0.00	1.000	-1.90	12.12	0.07	2.08	-0.15	0.00	0.008	0.20891	-0.04242	-0.01	-0.01398
2015/04/13	14:58:35.000000	0.00	0.00	-0.250	-1.91	12.13	0.00	2.08	-0.02	0.00	0.006	0.21088	-0.03687	-0.03	-0.01706
2015/04/13	14:58:36.000000	0.00	0.00	0.250	-1.91	12.12	0.02	2.08	0.01	0.00	0.002	0.20905	-0.03293	-0.01	-0.02142
2015/04/13	14:58:37.000000	0.00	0.00	-0.375	-1.91	12.12	0.03	2.08	-0.00	0.00	0.008	0.21094	-0.04350	0.01	-0.01656
2015/04/13	14:58:38.000000	0.00	0.00	0.750	-1.92	12.12	0.01	2.08	-0.16	0.00	0.003	0.20964	-0.03400	-0.01	-0.02248
2015/04/13	14:58:39.000000	0.00	0.00	0.250	-1.92	12.13	-0.01	2.08	-0.10	0.00	-0.002	0.20808	-0.03014	0.03	-0.02441
2015/04/13	14:58:40.000000	0.00	0.00	-0.375	-1.92	12.12	-0.06	2.08	-0.01	0.00	0.003	0.21245	-0.04207	-0.01	-0.02061
2015/04/13	14:58:41.000000	0.00	0.00	0.375	-1.93	12.13	0.00	2.07	-0.06	0.00	0.010	0.21049	-0.03499	-0.02	-0.01247
2015/04/13	14:58:42.000000	0.00	0.00	0.000	-1.93	12.13	-0.02	2.09	0.03	0.00	-0.006	0.21075	-0.03752	-0.01	-0.02914
2015/04/13	14:58:43.000000	0.00	0.00	-0.250	-1.94	12.13	-0.05	2.07	0.06	0.00	0.006	0.21243	-0.03699	-0.04	-0.01746
2015/04/13	14:58:44.000000	0.00	0.00	1.125	-1.94	12.12	-0.02	2.07	0.05	0.00	0.014	0.20969	-0.03278	-0.05	-0.00899
2015/04/13	14:58:45.000000	0.00	0.00	0.625	-1.95	12.12	0.02	2.07	-0.02	0.00	0.006	0.21054	-0.03418	0.01	-0.01646
2015/04/13	14:58:46.000000	0.00	0.00	1.250	-1.96	12.12	-0.02	2.08	0.08	0.00	0.010	0.21179	-0.03879	0.01	-0.01367
2015/04/13	14:58:47.000000	0.00	0.00	0.375	-1.95	12.12	-0.01	2.08	-0.06	0.00	0.006	0.21056	-0.03990	-0.02	-0.01683
2015/04/13	14:58:48.000000	0.00	0.00	0.500	-1.95	12.12	-0.04	2.08	0.08	0.00	0.003	0.21313	-0.03481	-0.06	-0.02020
2015/04/13	14:58:49.000000	0.00	0.00	0.250	-1.97	12.12	-0.02	2.08	0.16	0.00	0.006	0.20840	-0.02127	-0.04	-0.01575
2015/04/13	14:58:50.000000	0.00	0.00	0.625	-1.97	12.12	-0.02	2.08	0.03	0.00	0.008	0.20921	-0.02939	0.03	-0.01437
2015/04/13	14:58:51.000000	0.00	0.00	0.875	-1.97	12.12	0.01	2.08	-0.08	0.00	0.004	0.20891	-0.03880	0.01	-0.01845
2015/04/13	14:58:52.000000	0.00	0.00	0.250	-1.97	12.12	0.04	2.08	-0.13	0.00	0.018	0.21184	-0.03624	0.01	-0.00545
2015/04/13	14:58:53.000000	0.00	0.00	0.625	-1.97	12.12	0.02	2.08	-0.08	0.00	0.010	0.20938	-0.03748	-0.04	-0.01219
2015/04/13	14:58:54.000000	0.00	0.00	1.375	-1.99	12.12	0.02	2.08	-0.09	0.00	0.017	0.20692	-0.02348	-0.01	-0.00427
2015/04/13	14:58:55.000000	0.00	0.00	-0.500	-1.99	12.12	-0.02	2.07	0.04	0.00	-0.001	0.20964	-0.04555	0.01	-0.02382
2015/04/13	14:58:56.000000	0.00	0.00	0.000	-1.99	12.12	-0.03	2.08	0.04	0.00	0.009	0.21344	-0.04311	-0.03	-0.01445
2015/04/13	14:58:57.000000	0.00	0.00	-0.250	-2.00	12.12	-0.01	2.08	0.01	0.00	0.014	0.21019	-0.04181	0.01	-0.00926
2015/04/13	14:58:58.000000	0.00	0.00	-0.375	-2.01	12.12	0.01	2.06	-0.10	0.00	0.006	0.21120	-0.02486	-0.02	-0.01663
2015/04/13	14:58:59.000000	0.00	0.00	-0.625	-2.01	12.13	-0.04	2.07	-0.02	0.00	0.003	0.21124	-0.03210	0.02	-0.02005
2015/04/13	14:59:00.000000	0.00	0.00	1.125	-2.01	12.13	0.02	2.09	-0.04	0.00	0.005	0.21278	-0.03687	0.01	-0.01866
2015/04/13	14:59:01.000000	0.00	0.00	0.500	-2.01	12.12	0.03	2.09	-0.04	0.00	0.004	0.20892	-0.03525	0.01	-0.01859
2015/04/13	14:59:02.000000	0.00	0.00	-0.875	-2.02	12.12	-0.10	2.08	-0.03	0.00	0.002	0.21011	-0.03708	-0.01	-0.02054
2015/04/13	14:59:03.000000	0.00	0.00	0.375	-2.03	12.12	0.02	2.07	-0.08	0.00	0.008	0.21196	-0.03183	0.02	-0.01535
2015/04/13	14:59:04.000000	0.00	0.00	-0.625	-2.02	12.12	0.01	2.08	0.01	0.00	0.006	0.21178	-0.03975	0.04	-0.01787
2015/04/13	14:59:05.000000	0.00	0.00	0.125	-2.03	12.12	0.02	2.08	0.03	0.00	0.006	0.20993	-0.04671	-0.01	-0.01703
2015/04/13	14:59:06.000000	0.00	0.00	0.750	-2.03	12.12	0.01	2.07	-0.01	0.00	0.008	0.20946	-0.03014	-0.01	-0.01479
2015/04/13	14:59:07.000000	0.00	0.00	0.250	-2.04	12.12	-0.03	2.08	0.03	0.00	0.001	0.21046	-0.03931	-0.02	-0.02263
2015/04/13	14:59:08.000000	0.00	0.00	-0.500	-2.04	12.12	0.00	2.07	0.14	0.00	0.009	0.21046	-0.02968	0.06	-0.01407
2015/04/13	14:59:09.000000	0.00	0.00	1.125	-2.05	12.12	0.07	2.07	0.24	0.00	0.005	0.21132	-0.03012	0.08	-0.01833
2015/04/13	14:59:10.000000	0.00	0.00	0.125	-2.05	12.12	0.02	2.08	0.03	0.00	0.017	0.21143	-0.04047	0.01	-0.00635
2015/04/13	14:59:11.000000	0.00	0.00	1.250	-2.05	12.12	0.00	2.08	0.09	0.00	0.016	0.21107	-0.03406	0.01	-0.00681
2015/04/13	14:59:12.000000	0.00	0.00	-0.250	-2.06	12.12	-0.01	2.08	0.01	0.00	0.005	0.21021	-0.03960	0.00	-0.01802
2015/04/13	14:59:13.000000	0.00	0.00	1.125	-2.07	12.13	0.02	2.08	0.06	0.00	0.007	0.21019	-0.04060	-0.01	-0.01651
2015/04/13	14:59:14.000000	0.00	0.00	-0.625	-2.07	12.12	-0.05	2.08	0.17	0.00	0.013	0.21175	-0.03310	-0.00	-0.00972
2015/04/13	14:59:15.000000	0.00	0.00	0.375	-2.07	12.12	-0.04	2.07	0.00	0.00	0.012	0.21161	-0.03696	-0.02	-0.01114
2015/04/13	14:59:16.000000	0.00	0.00	1.000	-2.08	12.12	-0.01	2.07	0.06	0.00	0.016	0.21077	-0.03616	-0.00	-0.00725
2015/04/13	14:59:17.000000	0.00	0.00	-1.375	-2.08	12.12	-0.00	2.07	0.05	0.00	-0.015	0.20593	-0.03944	-0.01	-0.03743
2015/04/13	14:59:18.000000	0.00	0.00	0.250	-2.09	12.12	-0.02	2.08	0.00	0.00	0.009	0.21237	-0.03587	0.02	-0.01425
2015/04/13	14:59:19.000000	0.00	0.00	-0.625	-2.09	12.13	-0.04	2.08	0.01	0.00	-0.006	0.21037	-0.03505	0.02	-0.02887
2015/04/13	14:59:20.000000	0.00	0.00	-0.500	-2.10	12.13	0.01	2.07	-0.18	0.00	-0.006	0.20949	-0.02855	-0.04	-0.02916
2015/04/13	14:59:21.000000	0.00	0.00	0.125	-2.10	12.13	0.02	2.08	0.03	0.00	0.008	0.20940	-0.03745	0.03	-0.01498
2015/04/13	14:59:22.000000	0.00	0.00	-0.875	-2.10	12.12	-0.07	2.08	0.11	0.00	-0.003	0.21007	-0.04372	-0.05	-0.02669
2015/04/13	14:59:23.000000	0.00	0.00	-1.000	-2.10	12.12	-0.01	2.08	-0.12	0.00	-0.006	0.21056	-0.04001	0.02	-0.02953
2015/04/13	14:59:24.000000	0.00	0.00	0.000	-2.10	12.12	0.02	2.08	-0.08	0.00	0.008	0.21251	-0.04335	0.01	-0.01575
2015/04/13	14:59:25.000000	0.00	0.00	0.875	-2.11	12.13	0.03	2.07	-0.15	0.00	0.000	0.20949	-0.03984	-0.01	-0.02257
2015/04/13	14:59:26.000000	0.00	0.00	-0.250	-2.12	12.12	0.02	2.08	-0.02	0.00	0.014	0.21408	-0.03661	0.01	-0.00990
2015/04/13	14:59:27.000000	0.00	0.00	0.375	-2.12	12.12	0.00	2.08	0.12	0.00	0.007	0.21042	-0.04065	-0.00	-0.01636
2015/04/13	14:59:28.000000	0.00	0.00	0.750	-2.12	12.12	-0.02	2.08	0.02	0.00	0.009	0.21007	-0.03389	-0.04	-0.01418
2015/04/13	14:59:29.000000	0.00	0.00	-0.875	-2.13	12.13	-0.04	2.07	-0.00	0.00	0.004	0.21399	-0.03630	-0.00	-0.02025
2015/04/13	14:59:30.000000	0.00	0.00	1.125	-2.14	12.12	0.09	2.06	-0.14	0.00	0.005	0.21112	-0.02335	0.01	-0.01775
2015/04/13	14:59:31.000000	0.00	0.00	0.000	-2.14	12.13	-0.04	2.07	0.02	0.00	0.007	0.20995	-0.03499	0.00	-0.01575
2015/04/13	14:59:32.000000	0.00	0.00	0.375	-2.14	12.13	0.04	2.07	0.02	0.00	0.007	0.21075	-0.03978	0.03	-0.01660
2015/04/13	14:59:33.000000	0.00	0.00	-0.875	-2.15	12.12	-0.03	2.07	-0.07	0.00	0.009	0.21158	-0.03189	-0.04	-0.01375
2015/04/13	14:59:34.000000	0.00	0.00	-0.875	-2.15	12.13	0.01	2.07	0.02	0.00	0.001	0.21071	-0.02702	0.00	-0.02209
2015/04/13	14:59:35.000000	0.00	0.00	-0.250	-2.16	12.13	-0.01	2.07	0.08	0.00	0.003	0.20998	-0.02731	0.05	-0.01970
2015/04/13	14:59:36.000000	0.00	0.00	0.625	-2.16	12.12	0.03	2.08	0.10	0.00	0.009	0.21133	-0.04103	0.02	-0.01457
2015/04/13	14:59:37.000000	0.00	0.00	0.250	-2.16	12.13	0.02	2.07	0.05	0.00	0.001	0.21288	-0.04272	-0.03	-0.02310
2015/04/13	14:59:38.000000	0.00	0.00	-0.125	-2.16	12.12	-0.02	2.08	0.04	0.00	0.003	0.21257	-0.03467	-0.04	-0.02069
2015/04/13	14:59:39.000000	0.00	0.00	-1.250	-2.16	12.13	-0.01	2.07	0.03	0.00	0.001	0.21136	-0.03250	-0.02	-0.02182
2015/04/13	14:59:40.000000	0.00	0.00	1.375	-2.17	12.12	0.02	2.07	-0.06	0.00	0.020	0.21445	-0.03824	-0.04	-0.00403
2015/04/13	14:59:41.000000	0.00	0.00	-0.625	-2.18	12.13	-0.02	2.07	0.02	0.00	-0.005	0.21037	-0.03259	-0.02	-0.02838
2015/04/13	14:59:42.000000	0.00	0.00	0.000	-2.18	12.12	0.01	2.07	0.02	0.00	0.008	0.21196	-0.03171	0.00	-0.01498
2015/04/13	14:59:43.000000	0.00	0.00	-1.125	-2.19	12.12	-0.04	2.07	0.14	0.00	0.004	0.21324	-0.03494	0.01	-0.01981
2015/04/13	14:59:44.000000	0.00	0.00	0.625	-2.19	12.13	0.00	2.07	0.10	0.00	-0.009	0.20758	-0.04189	0.01	-0.03188
2015/04/13	14:59:45.000000	0.00	0.00	-1.000	-2.19	12.12	0.07	2.08	-0.19	0.00	0.006	0.20952	-0.04300	0.01	-0.01724
2015/04/13	14:59:46.000000	0.00	0.00	1.000	-2.20	12.13	-0.03	2.08	-0.02	0.00	0.007	0.21367	-0.04083	-0.04	-0.01642
2015/04/13	14:59:47.000000	0.00	0.00	-1.125	-2.20	12.13	-0.05	2.06	-0.05	0.00	-0.013	0.20680	-0.02849	-0.02	-0.03546
2015/04/13	14:59:48.000000	0.00	0.00	-0.625	-2.21	12.13	-0.02	2.07	0.01	0.00	0.010	0.21191	-0.02936	0.04	-0.01273
2015/04/13	14:59:49.000000	0.00	0.00	0.875	-2.21	12.12	0.01	2.08	0.12	0.00	0.017	0.21283	-0.04822	0.04	-0.00714
2015/04/13	14:59:50.000000	0.00	0.00	0.875	-2.22	12.12	0.04	2.08	0.01	0.00	0.008	0.21138	-0.04216	-0.03	-0.01570
2015/04/13	14:59:51.000000	0.00	0.00	-0.625	-2.22	12.12	0.01	2.07	-0.11	0.00	0.008	0.21098	-0.03241	-0.03	-0.01480
2015/04/13	14:59:52.000000	0.00	0.00	0.625	-2.23	12.12	0.00	2.06	0.06	0.00	0.003	0.21098	-0.02748	0.01	-0.01981
2015/04/13	14:59:53.000000	0.00	0.00	-1.875	-2.23	12.13	-0.09	2.07	0.15	0.00	0.001	0.21040	-0.03664	-0.00	-0.02246
2015/04/13	14:59:54.000000	0.00	0.00	0.625	-2.23	12.12	-0.01	2.08	0.06	0.00	0.007	0.21075	-0.04024	-0.00	-0.01590
2015/04/13	14:59:55.000000	0.00	0.00	-0.250	-2.24	12.12	-0.01	2.08	-0.04	0.00	0.005	0.21257	-0.03601	0.00	-0.01836
2015/04/13	14:59:56.000000	0.00	0.00	0.500	-2.24	12.12	0.03	2.08	0.06	0.00	0.010	0.21054	-0.03574	-0.03	-0.01254
2015/04/13	14:59:57.000000	0.00	0.00	0.000	-2.25	12.13	0.00	2.06	0.09	0.00	-0.001	0.20918	-0.02376	0.01	-0.02354
2015/04/13	14:59:58.000000	0.00	0.00	-0.250	-2.25	12.13	0.05	2.07	0.02	0.00	0.012	0.21098	-0.03447	0.02	-0.01059
2015/04/13	14:59:59.000000	0.00	0.00	0.000	-2.25	12.13	0.01	2.08	0.07	0.00	0.001	0.21161	-0.03659	0.01	-0.02274
2015/04/13	15:00:00.000000	0.00	0.00	-0.125	-2.25	12.13	0.03	2.08	0.00	0.00	-0.005	0.20845	-0.04430	-0.00	-0.02831
2015/04/13	15:00:01.000000	0.00	0.00	0.375	-2.26	12.12	0.05	2.07	-0.24	0.00	0.018	0.21262	-0.03853	-0.02	-0.00551
2015/04/13	15:00:02.000000	0.00	0.00	0.000	-2.27	12.12	0.01	2.07	-0.08	0.00	0.009	0.21162	-0.03716	0.03	-0.01385
2015/04/13	15:00:03.000000	0.00	0.00	-0.375	-2.27	12.13	-0.08	2.07	0.17	0.00	-0.007	0.20995	-0.03709	-0.05	-0.03027
2015/04/13	15:00:04.000000	0.00	0.00	-0.125	-2.27	12.12	-0.01	2.07	-0.07	0.00	0.013	0.21297	-0.03494	0.02	-0.01051
2015/04/13	15:00:05.000000	0.00	0.00	0.625	-2.28	12.13	0.03	2.07	-0.06	0.00	-0.003	0.21082	-0.03995	-0.02	-0.02617
2015/04/13	15:00:06.000000	0.00	0.00	1.125	-2.29	12.13	0.06	2.07	-0.07	0.00	0.008	0.21140	-0.03214	-0.01	-0.01527
2015/04/13	15:00:07.000000	0.00	0.00	-1.125	-2.29	12.13	0.01	2.08	-0.04	0.00	0.005	0.21133	-0.04158	0.01	-0.01884
2015/04/13	15:00:08.000000	0.00	0.00	1.625	-2.29	12.13	-0.01	2.08	0.05	0.00	0.009	0.21149	-0.03787	-0.03	-0.01418
2015/04/13	15:00:09.000000	0.00	0.00	0.375	-2.29	12.13	-0.02	2.07	0.09	0.00	0.005	0.20752	-0.03036	-0.03	-0.01724
2015/04/13	15:00:10.000000	0.00	0.00	0.125	-2.30	12.12	0.00	2.07	0.10	0.00	0.016	0.20787	-0.03506	-0.04	-0.00624
2015/04/13	15:00:11.000000	0.00	0.00	0.625	-2.30	12.12	0.04	2.07	0.04	0.00	0.012	0.21077	-0.04312	-0.05	-0.01125
2015/04/13	15:00:12.000000	0.00	0.00	-0.750	-2.31	12.12	-0.01	2.07	-0.10	0.00	-0.001	0.21066	-0.04103	-0.05	-0.02396
2015/04/13	15:00:13.000000	0.00	0.00	1.125	-2.32	12.12	0.05	2.06	-0.14	0.00	0.023	0.21136	-0.01932	-0.00	0.00092
