wDateTime_merged,wH2Ocorr_amb_merged
08.04.2015 17:53:04,0.415658
08.04.2015 17:53:05,0.410828
08.04.2015 17:53:06,0.419343
08.04.2015 17:53:07,0.429895
08.04.2015 17:53:08,0.428706
08.04.2015 17:53:09,0.431068
08.04.2015 17:53:10,0.429422
08.04.2015 17:53:11,0.432208
08.04.2015 17:53:12,0.434536
08.04.2015 17:53:13,0.437365
08.04.2015 17:53:14,0.439472
08.04.2015 17:53:15,0.438722
08.04.2015 17:53:16,0.438982
08.04.2015 17:53:17,0.437639
08.04.2015 17:53:18,0.437448
08.04.2015 17:53:19,0.437607
08.04.2015 17:53:20,0.437283
08.04.2015 17:53:21,0.437231
08.04.2015 17:53:22,0.437711
08.04.2015 17:53:23,0.440967
08.04.2015 17:53:24,0.441882
08.04.2015 17:53:25,0.444039
08.04.2015 17:53:26,0.445279
08.04.2015 17:53:27,0.445495
08.04.2015 17:53:28,0.446684
08.04.2015 17:53:29,0.447732
08.04.2015 17:53:30,0.449027
08.04.2015 17:53:31,0.450659
08.04.2015 17:53:32,0.451311
08.04.2015 17:53:33,0.454967
08.04.2015 17:53:34,0.458379
08.04.2015 17:53:35,0.46403
08.04.2015 17:53:36,0.463956
08.04.2015 17:53:37,0.465462
08.04.2015 17:53:38,0.468923
08.04.2015 17:53:39,0.470093
08.04.2015 17:53:40,0.470605
08.04.2015 17:53:41,0.472326
08.04.2015 17:53:42,0.472608
08.04.2015 17:53:43,0.472661
08.04.2015 17:53:44,0.475692
08.04.2015 17:53:45,0.477141
08.04.2015 17:53:46,0.475444
08.04.2015 17:53:47,0.476188
08.04.2015 17:53:48,0.476207
08.04.2015 17:53:49,0.475851
08.04.2015 17:53:50,0.47722
08.04.2015 17:53:51,0.47725
08.04.2015 17:53:52,0.479072
08.04.2015 17:53:53,0.478713
08.04.2015 17:53:54,0.478042
08.04.2015 17:53:55,0.478853
08.04.2015 17:53:56,0.48001
08.04.2015 17:53:57,0.479487
08.04.2015 17:53:58,0.480432
08.04.2015 17:53:59,0.479718
08.04.2015 17:54:00,0.481261
08.04.2015 17:54:01,0.482097
08.04.2015 17:54:02,0.483963
08.04.2015 17:54:03,0.484928
08.04.2015 17:54:04,0.486117
08.04.2015 17:54:05,0.485335
08.04.2015 17:54:06,0.485089
08.04.2015 17:54:07,0.484951
08.04.2015 17:54:08,0.48546
08.04.2015 17:54:09,0.486991
08.04.2015 17:54:10,0.487141
08.04.2015 17:54:11,0.48474
08.04.2015 17:54:12,0.483963
08.04.2015 17:54:13,0.483536
08.04.2015 17:54:14,0.485544
08.04.2015 17:54:15,0.485199
08.04.2015 17:54:16,0.484202
08.04.2015 17:54:17,0.482464
08.04.2015 17:54:18,0.481819
08.04.2015 17:54:19,0.481283
08.04.2015 17:54:20,0.480861
08.04.2015 17:54:21,0.479951
08.04.2015 17:54:22,0.478735
08.04.2015 17:54:23,0.480044
08.04.2015 17:54:24,0.479222
08.04.2015 17:54:25,0.478822
08.04.2015 17:54:26,0.479849
08.04.2015 17:54:27,0.481379
08.04.2015 17:54:28,0.479751
08.04.2015 17:54:29,0.480191
08.04.2015 17:54:30,0.480566
08.04.2015 17:54:31,0.481746
08.04.2015 17:54:32,0.480225
08.04.2015 17:54:33,0.481842
08.04.2015 17:54:34,0.481079
08.04.2015 17:54:35,0.480859
08.04.2015 17:54:36,0.481741
08.04.2015 17:54:37,0.481415
08.04.2015 17:54:38,0.481756
08.04.2015 17:54:39,0.482452
08.04.2015 17:54:40,0.48156
08.04.2015 17:54:41,0.480886
08.04.2015 17:54:42,0.480721
08.04.2015 17:54:43,0.481352
08.04.2015 17:54:44,0.481129
08.04.2015 17:54:45,0.480826
08.04.2015 17:54:46,0.480309
08.04.2015 17:54:47,0.48114
08.04.2015 17:54:48,0.480202
08.04.2015 17:54:49,0.480478
08.04.2015 17:54:50,0.480233
08.04.2015 17:54:51,0.48191
08.04.2015 17:54:52,0.480273
08.04.2015 17:54:53,0.481178
08.04.2015 17:54:54,0.481069
08.04.2015 17:54:55,0.480597
08.04.2015 17:54:56,0.48056
08.04.2015 17:54:57,0.48
08.04.2015 17:54:58,0.481024
08.04.2015 17:54:59,0.481114
08.04.2015 17:55:00,0.480279
08.04.2015 17:55:01,0.480831
08.04.2015 17:55:02,0.479169
08.04.2015 17:55:03,0.480402
08.04.2015 17:55:04,0.480051
08.04.2015 17:55:05,0.480692
08.04.2015 17:55:06,0.480281
08.04.2015 17:55:07,0.478778
08.04.2015 17:55:08,0.479289
08.04.2015 17:55:09,0.47935
08.04.2015 17:55:10,0.479141
08.04.2015 17:55:11,0.480475
08.04.2015 17:55:12,0.480247
08.04.2015 17:55:13,0.48123
08.04.2015 17:55:14,0.482804
08.04.2015 17:55:15,0.482309
08.04.2015 17:55:16,0.481148
08.04.2015 17:55:17,0.479243
08.04.2015 17:55:18,0.48048
08.04.2015 17:55:19,0.481394
08.04.2015 17:55:20,0.481095
08.04.2015 17:55:21,0.480352
08.04.2015 17:55:22,0.481253
08.04.2015 17:55:23,0.480565
08.04.2015 17:55:24,0.479368
08.04.2015 17:55:25,0.47859
08.04.2015 17:55:26,0.478295
08.04.2015 17:55:27,0.480226
08.04.2015 17:55:28,0.481717
08.04.2015 17:55:29,0.478742
08.04.2015 17:55:30,0.479089
08.04.2015 17:55:31,0.478749
08.04.2015 17:55:32,0.478838
08.04.2015 17:55:33,0.479405
08.04.2015 17:55:34,0.477517
08.04.2015 17:55:35,0.476419
08.04.2015 17:55:36,0.477497
08.04.2015 17:55:37,0.475981
08.04.2015 17:55:38,0.476335
08.04.2015 17:55:39,0.476417
08.04.2015 17:55:40,0.478866
08.04.2015 17:55:41,0.478425
08.04.2015 17:55:42,0.479449
08.04.2015 17:55:43,0.480598
08.04.2015 17:55:44,0.479038
08.04.2015 17:55:45,0.476717
08.04.2015 17:55:46,0.500763
08.04.2015 17:55:47,0.671481
08.04.2015 17:55:48,0.838296
08.04.2015 17:55:49,0.669308
08.04.2015 17:55:50,0.489268
08.04.2015 17:55:51,0.483036
08.04.2015 17:55:52,0.478737
08.04.2015 17:55:53,0.477833
08.04.2015 17:55:54,0.476084
08.04.2015 17:55:55,0.474701
08.04.2015 17:55:56,0.473791
08.04.2015 17:55:57,0.474908
08.04.2015 17:55:58,0.476919
08.04.2015 17:55:59,0.477495
08.04.2015 17:56:00,0.478243
08.04.2015 17:56:01,0.479099
08.04.2015 17:56:02,0.47765
08.04.2015 17:56:03,0.477434
08.04.2015 17:56:04,0.478165
08.04.2015 17:56:05,0.477462
08.04.2015 17:56:06,0.475362
08.04.2015 17:56:07,0.474651
08.04.2015 17:56:08,0.476283
08.04.2015 17:56:09,0.474771
08.04.2015 17:56:10,0.473813
08.04.2015 17:56:11,0.474585
08.04.2015 17:56:12,0.474531
08.04.2015 17:56:13,0.474643
08.04.2015 17:56:14,0.474594
08.04.2015 17:56:15,0.475932
08.04.2015 17:56:16,0.475584
08.04.2015 17:56:17,0.475599
08.04.2015 17:56:18,0.476026
08.04.2015 17:56:19,0.474094
08.04.2015 17:56:20,0.474469
08.04.2015 17:56:21,0.473774
08.04.2015 17:56:22,0.473919
08.04.2015 17:56:23,0.475612
08.04.2015 17:56:24,0.4749
08.04.2015 17:56:25,0.472856
08.04.2015 17:56:26,0.473475
08.04.2015 17:56:27,0.47289
08.04.2015 17:56:28,0.47265
08.04.2015 17:56:29,0.472666
08.04.2015 17:56:30,0.47232
08.04.2015 17:56:31,0.472694
