wDateTime_merged,wH2Ocorr_amb_merged
07.04.2015 16:31:15,0.376338
07.04.2015 16:31:16,0.377079
07.04.2015 16:31:17,0.376761
07.04.2015 16:31:18,0.376946
07.04.2015 16:31:19,0.377103
07.04.2015 16:31:20,0.377264
07.04.2015 16:31:21,0.377191
07.04.2015 16:31:22,0.37689
07.04.2015 16:31:23,0.377086
07.04.2015 16:31:24,0.377159
07.04.2015 16:31:25,0.377246
07.04.2015 16:31:26,0.377999
07.04.2015 16:31:27,0.377702
07.04.2015 16:31:28,0.377638
07.04.2015 16:31:29,0.377385
07.04.2015 16:31:30,0.377579
07.04.2015 16:31:31,0.377373
07.04.2015 16:31:32,0.377483
07.04.2015 16:31:33,0.377498
07.04.2015 16:31:34,0.377816
07.04.2015 16:31:35,0.377078
07.04.2015 16:31:36,0.377743
07.04.2015 16:31:37,0.376918
07.04.2015 16:31:38,0.376449
07.04.2015 16:31:39,0.3766
07.04.2015 16:31:40,0.376368
07.04.2015 16:31:41,0.376549
07.04.2015 16:31:42,0.376757
07.04.2015 16:31:43,0.376022
07.04.2015 16:31:44,0.376134
07.04.2015 16:31:45,0.376598
07.04.2015 16:31:46,0.375868
07.04.2015 16:31:47,0.376339
07.04.2015 16:31:48,0.376935
07.04.2015 16:31:49,0.376573
07.04.2015 16:31:50,0.376827
07.04.2015 16:31:51,0.380098
07.04.2015 16:31:52,0.381773
07.04.2015 16:31:53,0.373808
07.04.2015 16:31:54,0.367917
07.04.2015 16:31:55,0.366658
07.04.2015 16:31:56,0.364529
07.04.2015 16:31:57,0.364323
07.04.2015 16:31:58,0.364062
07.04.2015 16:31:59,0.362708
07.04.2015 16:32:00,0.361787
07.04.2015 16:32:01,0.359195
07.04.2015 16:32:02,0.359563
07.04.2015 16:32:03,0.358923
07.04.2015 16:32:04,0.359533
07.04.2015 16:32:05,0.359409
07.04.2015 16:32:06,0.360126
07.04.2015 16:32:07,0.361897
07.04.2015 16:32:08,0.36635
07.04.2015 16:32:09,0.375091
07.04.2015 16:32:10,0.382194
07.04.2015 16:32:11,0.386299
07.04.2015 16:32:12,0.387514
07.04.2015 16:32:13,0.389915
07.04.2015 16:32:14,0.394197
07.04.2015 16:32:15,0.403412
07.04.2015 16:32:16,0.400377
07.04.2015 16:32:17,0.403083
07.04.2015 16:32:18,0.404026
07.04.2015 16:32:19,0.406902
07.04.2015 16:32:20,0.410049
07.04.2015 16:32:21,0.415657
